,0,1,2
679,3626,"Blackmore, Richard Doddridge",25
680,3627,"Blackmore, R. D. (Richard Doddridge)",25
681,4677,"Clarke, Rebecca Sophia",25
682,4678,"May, Sophie",25
683,6087,"Johnson, Samuel",25
684,6330,"Burroughs, John",25
685,6810,"Anderson, Poul William",25
686,6811,"Craig, A. A.",25
687,6812,"Craig, A.A.",25
688,6813,"Karageorge, Michael",25
689,6814,"Sanders, Winston P.",25
690,6815,"Saunders, Winston P.",25
691,6816,"Anderson, Poul",25
692,7680,"Mackay, Mary",25
693,7681,"Corelli, Maria",25
694,7682,"Corelli, Marie",25
695,12283,"Miller, Mrs. Alex McVeigh",25
696,12284,"Miller, Alexander McVeigh, Mrs.",25
697,12285,"Point, Mittie Frances Clarke",25
698,12286,"Miller, Mrs. Alex. McVeigh",25
699,12287,"Miller, Alex. McVeigh, Mrs.",25
700,349,"Koizumi, Yakumo",24
701,350,"Hearn, Patrick Lafcadio",24
702,351,"Xiaoquan, Bayun",24
703,352,"Hearn, Lafcadio",24
704,488,United States President (1861-1865),24
705,489,"Lincoln, Abe",24
706,490,"Lincoln, Abraham",24
707,552,"Wheeler, Ella",24
708,553,"Wilcox, Ella Wheeler",24
709,1519,"Edgeworth, Eliza",24
710,1520,"Edgeworth, Maria",24
711,1852,"Penrose, Margaret",24
712,1857,"Montagne, Michel de",24
713,1858,"Montaigne, Michel Eyquem de",24
714,1870,"Montaigne, Michel de",24
715,3617,"Potter, Helen Beatrix",24
716,3618,"Heelis, Beatrix",24
717,3619,"Potter, Beatrix",24
718,3969,"Fabre, Jean Henri Casimir",24
719,3970,"Fabre, Henri",24
720,3971,"Fabre, J. Henri",24
721,3972,"Fabre, Jean-Henri",24
722,3998,"Gissing, George Robert",24
723,3999,"Gissing, George",24
724,4518,"De La Rame, Louisa",24
725,4519,"De la Ramée, Louise",24
726,4520,"De la Ramée, Louisa",24
727,4521,Uida,24
728,4522,"Ramé, Marie Louise",24
729,4523,"Ramée, Maria Louise",24
730,4524,"De la Ramee, Louise",24
731,4525,Ouida,24
732,4529,"Smith, John Jay",24
733,4530,"Smith, Jonathan Jay",24
734,4531,"Smith, J. Jay (John Jay)",24
735,5205,"Maeterlinck, Maurice",24
736,6067,"White, Stewart Edward",24
737,6701,"Blackwood, Algernon",24
738,10644,"Yates, Edmund Hodgson",24
739,10645,"Yates, E. (Edmund)",24
740,10646,"Yates, Edmund",24
741,589,"Johnson, Benj. F. of Boone",23
742,590,"Johnson, B. F.",23
743,591,"Riley, James Whitcomb",23
744,755,"Holt, Emely Sarah",23
745,756,"Holt, Emily S. (Emily Sarah)",23
746,757,"Holt, Emily Sarah",23
747,1215,"Raymond, Evelyn Hunt",23
748,1216,"Raymond, Evelyn",23
749,1238,"Calvert, A. F. (Albert Frederick)",23
750,1239,"Calvert, Albert F.",23
751,1240,"Calvert, Albert Frederick",23
752,1597,"Heldman, Richard Bernard",23
753,1598,"Heldmann, Bernard",23
754,1599,"Marsh, Richard",23
755,1926,"Macaulay, Lord (Thomas Babington Macaulay)",23
756,1927,"Macaulay, T. Babington (Thomas Babington)",23
757,1928,"Macaulay, Thomas Babington",23
758,1929,"Macaulay, Thomas Babington Macaulay, Baron",23
759,2368,"Ibsen, Enrico",23
760,2369,"Ibsen, Henrik",23
761,2569,"Vaizey, Mrs. George de Horne",23
762,2570,"Vaizey, Jessie Bell",23
763,2571,"Mansergh, Jessie",23
764,2572,"Vaizey, George de Horne, Mrs.",23
765,3167,"Beamont, Francis",23
766,3170,"Beaumont, Francis",23
767,3586,American Thread Co.,23
768,3587,"Company, American Thread",23
769,3588,American Thread Company,23
770,3701,"Emerson, Alice B.",23
771,3930,"Тургенев, Иван Сергеевич",23
772,3931,"Tourgueneff, Ivan",23
773,3932,"Turgénieff, Iván",23
774,3933,"Toergenev, Ivan",23
775,3934,"Turgenjeff, Iwan",23
776,3935,"Turgenev, I. S.",23
777,3936,"Turgenev, Ivan Sergeevich",23
778,4058,"Shelley, Mary Wollstonecraft Godwin",23
779,4059,"Shelley, Mary W.",23
780,4060,"Shelley, Mary Wollstonecraft",23
781,4946,"Garland, Hamlin",23
782,4959,"Webster, Frank V.",23
783,5423,"Adair, Cecil",23
784,5424,"Dare, Evelyn",23
785,5425,"Ward, E.",23
786,5426,"Everett-Green, E. (Evelyn)",23
787,5427,"Everett-Green, Evelyn",23
788,5710,"Guizot, Francois Pierre Guillaume",23
789,5711,"Guizot, François Pierre Guillaume",23
790,5712,"Guizot, M. (François)",23
791,5713,"Guisot, M. (François)",23
792,5714,"Guizot, Monsieur (François)",23
793,5715,"Guizot, FranÃ§ois",23
794,5716,"Guizot, François",23
795,6109,"Sumner, Charles",23
796,6697,"Church, John",23
797,6698,"Church, John (Preacher)",23
798,6699,Ruhamah,23
799,6700,"Church, J. (John)",23
800,8242,"Ritchie, James Ewing",23
801,8243,"Crayon, Christopher",23
802,8244,"Ritchie, J. Ewing (James Ewing)",23
803,10234,"Coleridge, S. T. (Samuel Taylor)",23
804,10235,"Coleridge, Samuel Taylor",23
805,10362,"Marks, Winston Kinney",23
806,10363,"Marks, Winston K. (Winston Kinney)",23
807,54,"Harmon, James Judson",22
808,55,"Harmon, Jim",22
809,387,"Lynde, Francis",22
810,770,Aunt Hattie,22
811,771,"Baker, Harriette Newell Woods",22
812,772,"Hattie, Aunt",22
813,773,"Leslie, Madeline",22
814,972,"Masefield, John",22
815,1218,"Graham, John",22
816,1219,"Phillips, David Graham",22
817,1300,"Phillpotts, Eden",22
818,1308,"Munroe, Kirk",22
819,1336,"Quincey, Thomas de",22
820,1337,"Quincy, Thomas de",22
821,1338,"Kvinsi, Tomas de",22
822,1339,"DeQuincey, Thomas",22
823,1344,"De Quincey, Thomas",22
824,1833,Moliere,22
825,1834,"Molière, Jean Baptiste Poquelin de",22
826,1835,"Poquelin de Molière, Jean Baptiste",22
827,1836,"Poquelin, Jean-Baptiste",22
828,1837,Molière,22
829,2097,"Sinclair, Mary Amelia St. Clair",22
830,2098,"Sinclair, May",22
831,2442,"Arouet, François Marie",22
832,2443,"Arouet, Francois Marie",22
833,2444,Voltaire,22
834,2997,"Wallace, Richard Horatio Edgar",22
835,2998,"Wallace, Edgar",22
836,3621,"Crane, Walter",22
837,4418,"Laumer, John Keith",22
838,4419,"Laumer, Kit",22
839,4420,"Laumer, Keith",22
840,5708,"Mason, Alfred Edward Woodley",22
841,5709,"Mason, A. E. W. (Alfred Edward Woodley)",22
842,6253,"Pyle, Howard",22
843,6402,"Roy, Lillian Elizabeth Becker",22
844,6403,"Roy, Lillian Elizabeth",22
845,7056,"Dryden, John",22
846,7355,"Swift, J. (Jonathan)",22
847,7356,"Swift, Jonathan",22
848,8663,"Hudson, William Henry",22
849,9403,"Barr, Robert",22
850,9656,"Blade, Alexander",22
851,9657,"Hamilton, Edmond",22
852,10820,"Gilman, Robert Cham",22
853,10821,"Marin, A. C.",22
854,10822,"Coppel, Alfredo José de Arana-Marini",22
855,10823,"Coppel, Alfredo Jose de Arana-Marini",22
856,10824,"Galaxan, Sol",22
857,10825,"Coppel, Alfred",22
858,11304,"Butler, Ellis Parker",22
859,11402,"Moore, F. Frankfort (Frank Frankfort)",22
860,11403,"Littlemore, F.",22
861,11404,"Moore, Frank Frankfort",22
862,12093,"Seawell, M. Elliot (Molly Elliot)",22
863,12094,"Seawell, Molly Elliott",22
864,12095,"Seawell, Molly Elliot",22
865,15701,"MacGrath, Harold",22
866,946,"Bellamy, Edward",21
867,1261,"Griffiths, Arthur George Frederick",21
868,1262,"Griffiths, Arthur",21
869,1340,"Poe, Edgar Allen",21
870,1345,"Poe, Edgar Allan",21
871,2140,"Barbee, Phillips",21
872,2141,"Lang, Ned",21
873,2142,"O'Donnevan, Finn",21
874,2143,"Barbee, Phillip",21
875,2144,"Sheckley, Robert",21
876,2363,"Montgomery, Lucy Maud",21
877,2364,"MacDonald, Lucy Maud Montgomery",21
878,2365,"Montgomery, L. M. (Lucy Maud)",21
879,2711,"Ewing, J. H. (Juliana Horatia)",21
880,2712,"Ewing, J.H.",21
881,2713,"Ewing, Juliana Horatia Gatty",21
882,2714,"Ewing, Juliana Horatia",21
883,2751,"Hungerford, Mrs. (Margaret Wolfe Hamilton)",21
884,2752,"Hungerford, Margaret Wolfe Hamilton",21
885,2753,"Hungerford, Margaret Hamilton",21
886,2754,Duchess,21
887,2863,"Home, Gordon Cochrane",21
888,2864,"Home, Gordon",21
889,3038,"Roberts, Brigham Henry",21
890,3039,"Roberts, B. H. (Brigham Henry)",21
891,3429,Ali Baba,21
892,3430,"Elbertus, Fra",21
893,3431,"Hubbard, Elbert",21
894,3469,"Butler, Samuel",21
895,3756,A.L.O.E.,21
896,3757,"Tucker, Charlotte Maria",21
897,3758,A. L. O. E.,21
898,3775,"Ainsworth, W. Harrison (William Harrison)",21
899,3776,"Ainsworth, W. H. (William Harrison)",21
900,3777,"Ainsworth, Harrison",21
901,3778,"Ainworth, W. Harrison (William Harrison)",21
902,3779,"Ticheburn, Cheviot",21
903,3780,"Ainsworth, William Harrison",21
904,4016,"Agency, United States. Central Intelligence",21
905,4017,Central Intelligence Agency (U.S.),21
906,4018,CIA (Central Intelligence Agency (U.S.)),21
907,4019,United States. Central Intelligence Agency,21
908,4957,"Sabatini, R.",21
909,4958,"Sabatini, Rafael",21
910,5045,"Fontenay, Charles Louis",21
911,5046,"Fontenay, Charles L.",21
912,5606,"Caine, Thomas Henry Hall, Sir",21
913,5607,"Caine, T. Hall, Sir",21
914,5608,"Caine, Sir Hall",21
915,5609,"Caine, Hall, Sir",21
916,5782,"Carleton, William",21
917,5845,"Cawein, Madison J.",21
918,5846,"Cawein, Madison Julius",21
919,6028,"Nevitt, Dorothy Emma Eliza",21
920,6029,"Southworth, E. D. E. N.",21
921,6030,"Southworth, Emma D. E. N.",21
922,6031,"Southworth, Mrs. E. D. E. N.",21
923,6032,"Southworth, Emma Dorothy Eliza Nevitte",21
924,6777,"Dee, Roger",21
925,6778,"Starr, John",21
926,6779,"Aycock, Roger D.",21
927,7009,"Herford, O. (Oliver)",21
928,7010,"Herford, Oliver",21
929,9861,"Black, William",21
930,12115,"Wade, Mary Hazleton",21
931,12116,"Wade, Mary Hazelton Blanchard",21
932,292,"Hugo, Victor Marie, comte",20
933,293,"Hugo, Víctor",20
934,294,"Hugo, Victor",20
935,456,"Murray, Lieutenant",20
936,457,"Forester, Frank",20
937,458,"Ballou, M. M. (Maturin Murray)",20
938,459,"Ballou, Maturin Murray",20
939,460,"Ballou, Maturin M. (Maturin Murray)",20
940,689,"Catherwood, Mary Hartwell",20
941,821,"Lutz, Grace Livingston Hill",20
942,822,"Livingston, Grace",20
943,823,"Hill, Grace Livingston",20
944,1531,"Grote, George",20
945,1874,"Morris, Charles",20
946,2421,"Longfellow, Henry W.",20
947,2422,"Longfellow, Henry Wadsworth",20
948,3040,"Brackett, Leigh Douglass",20
949,3041,"Hamilton, Leigh Brackett",20
950,3042,"Brackett, Leigh",20
951,3513,"Brereton, Frederick Sadleir",20
952,3514,"Brereton, F. S. (Frederick Sadleir)",20
953,3516,"Walpole, Sir Hugh",20
954,3517,"Walpole, Hugh",20
955,4241,"Southey, Robert",20
956,5224,"McLaren, Alexander",20
957,5225,"Maclaren, Alexander",20
958,5259,"Crockett, Samuel Rutherford",20
959,5260,"Crockett, S. R. (Samuel Rutherford)",20
960,5774,"Melville, Hermann",20
961,5775,"Melville, Herman",20
962,5933,"Speight, Thomas Wilkinson",20
963,5934,"Speight, T. W. (Thomas Wilkinson)",20
964,6246,"Douglas, Amanda Minnie",20
965,6247,"Douglas, Amanda M.",20
966,7434,"Liddell, C. H.",20
967,7435,"Smith, Woodrow Wilson",20
968,7436,"Hammond, Keith",20
969,7437,"Hastings, Hudson",20
970,7438,"Kuttner, Henry",20
971,7827,"Steel, F. A. (Flora Annie)",20
972,7828,"Steel, Flora Annie Webster",20
973,8172,"Muhlbach, L. (Luise)",20
974,8173,"Mühlbach, Louise",20
975,8174,"Mundt, Clara",20
976,8175,"Mühlbach, Luise",20
977,8176,"Mundt, Klara Müller",20
978,8177,"Mundt, Klara Muller",20
979,8178,"Mühlbach, L. (Luise)",20
980,8437,"Fletcher, Joseph Smith",20
981,8438,"Fletcher, J. S. (Joseph Smith)",20
982,8664,"Harford, Henry",20
983,8665,"Hudson, W. H. (William Henry)",20
984,8823,"Eggleston, George Cary",20
985,11371,"Baker, George Melville",20
986,11372,"Baker, G. M. (George Melville)",20
987,11373,"Baker, George M. (George Melville)",20
988,11505,"Lincoln, Joseph C.",20
989,11506,"Lincoln, Joseph Crosby",20
990,12267,"Knox, Thomas W.",20
991,12268,"Knox, Thos. W.",20
992,12269,"Knox, Thomas Wallace",20
993,15579,"Jefferies, John Richard",20
994,15580,"Jefferies, Richard",20
995,81,"Tagore, Rabindranath",19
996,121,"Ramacharaka, Yogi",19
997,122,"Vishita, Bhakta",19
998,123,"Panchadasi, Swami",19
999,124,"Atkinson, William Walker",19
1000,202,"Frazer, Sir James George",19
1001,203,"Frazer, J. G. (James George)",19
1002,204,"Frazer, James George",19
1003,313,"Smith, Edward Elmer",19
1004,314,"Smith, Doc",19
1005,315,"Smith, Edward E.",19
1006,316,"Smith, E. E. (Edward Elmer)",19
1007,1382,United States President (1801-1809),19
1008,1383,"Jefferson, Thomas",19
1009,1498,"Harris, Joel Chandler",19
1010,1517,"Aldrich, T. B. (Thomas Bailey)",19
1011,1518,"Aldrich, Thomas Bailey",19
1012,1645,"Besant, Annie Wood",19
1013,1646,"Wood, Annie",19
1014,1647,"Besant, Annie",19
1015,2038,"Orford, Horace Walpole, Earl of",19
1016,2039,"Walpole, Horatio",19
1017,2040,"Marshall, William",19
1018,2041,"Muralto, Onuphrio",19
1019,2042,"Walpole, Horace",19
1020,2467,"Burney, Frances",19
1021,2468,"D'Arblay, Frances Burney",19
1022,2469,"Burney, Fanny",19
1023,2612,"Fisk, John",19
1024,2613,"Green, Edmund Fisk",19
1025,2614,"Fiske, John",19
1026,2620,"Roe, E. P. (Edward Payson)",19
1027,2621,"Roe, Edward Payson",19
1028,3265,"Faust, Frederick Schiller",19
1029,3266,"Frederick, John",19
1030,3267,"Brand, Max",19
1031,3387,"Daudet, Louis Marie Alphonse",19
1032,3388,"Daudet, Alphonse",19
1033,3438,"Sienkiewicz, Henryk",19
1034,3468,Cellarius,19
1035,3670,"Dewey, John",19
1036,4063,"Rousseau, J. J. (Jean-Jacques)",19
1037,4064,"Rousseau, Jean Jacques",19
1038,4065,"Rousseau, Jean-Jacques",19
1039,4070,"Ralphson, George Harvey",19
1040,4071,"Ralphson, George H.",19
1041,4072,"Sherman, V. T.",19
1042,4073,"Sherman, Capt. V. T.",19
1043,4074,"Ralphson, Capt. George H.",19
1044,4075,"Ralphson, G. Harvey (George Harvey)",19
1045,4221,"Johnston, Mary",19
1046,4244,"Mitton, Geraldine Edith",19
1047,4245,"Mitton, G. E. (Geraldine Edith)",19
1048,5061,"Elliott, William",19
1049,5062,"Bradbury, Raymond Douglas",19
1050,5063,"Bradbury, Ray",19
1051,6575,"Fyfe, Horace Bowne",19
1052,6576,"Fyfe, H.B.",19
1053,6577,"Fyfe, H. B. (Horace Bowne)",19
1054,6679,"Evans, Mary Anne",19
1055,6680,"Cross, Marian Evans",19
1056,6681,"Evans, Marian",19
1057,6682,"Cross, Mary Ann",19
1058,6683,"Lewes, M. E. (Marian Evans)",19
1059,6684,"Lewes, Marian Evans",19
1060,6685,"Eliot, George",19
1061,7525,"Porter, William Sidney",19
1062,7526,"Henry, O.",19
1063,7816,"Burghard, Sidney Groves",19
1064,7817,"Cullum, Ridgwell",19
1065,8728,"Ashton, John",19
1066,8920,"Benson, A. C. (Arthur Christopher)",19
1067,8921,"Carr, Christopher",19
1068,8922,"Benson, Arthur Christopher",19
1069,9526,"Thoreau, Henry D. (Henry David)",19
1070,9527,"Thoreau, Henry David",19
1071,15997,"Bacheller, Addison Irving",19
1072,15998,"Bacheller, Irving",19
1073,20990,"Lord, John",19
1074,48,"Disraeli, B. (Benjamin), Earl of Beaconsfield",18
1075,49,"Disraeli, Benjamin, Earl of Beaconsfield",18
1076,159,"Kock, Charles Paul de",18
1077,160,"Kock, Paul de",18
1078,247,"Peshkov, Alexey Maximiovich",18
1079,248,"Горький, Максим",18
1080,249,"Gorky, Maxim",18
1081,250,"Gorky, Maxime",18
1082,251,"Gorki, Maximo",18
1083,252,"Gorky, Maksim",18
1084,264,Fort Wayne (Ind.). Public Library of Fort Wayne and Allen County,18
1085,265,Allen County (Ind.). Public Library of Fort Wayne and Allen County,18
1086,266,Fort Wayne Public Library,18
1087,267,Ft. Wayne Public Library,18
1088,268,Emerine J. Hamilton Reading Room,18
1089,270,Public Library of Fort Wayne and Allen County,18
1090,359,"Morrison, William",18
1091,360,"Samachson, Joe",18
1092,361,"Samachson, Joseph",18
1093,436,"Bedford-Jones, Henry James O'Brien",18
1094,437,"Wycliffe, John",18
1095,438,"Hawkwood, Allan",18
1096,439,"Bedford-Jones, H. (Henry)",18
1097,725,"Williams, Robert Moore",18
1098,1194,"Dupin, Amandine-Aurore-Lucile",18
1099,1195,"Dudevant, Amandine-Aurore-Lucile",18
1100,1196,"Dupin, Armandine Aurore Lucille",18
1101,1197,"Sand, George",18
1102,2056,"Guthrie, Thomas Anstey",18
1103,2057,"Anstey, F.",18
1104,2347,"Heusser, Johanna Louise",18
1105,2348,"Spyri, Johanna Heusser",18
1106,2349,"Spyri, Johanna",18
1107,2683,"Pohl, Frederick",18
1108,2684,"Pohl, Frederik George, Jr.",18
1109,2685,"MacCreigh, James",18
1110,2686,"Pohl, Frederik",18
1111,3718,"Drake, Robert L.",18
1112,3719,"Hayes, Clair Wallace",18
1113,3720,"Hayes, Clair W. (Clair Wallace)",18
1114,3928,"Ward, Arthur Sarsfield",18
1115,3929,"Rohmer, Sax",18
1116,5144,"Moore, George",18
1117,5392,"Kerr, Robert",18
1118,6461,Noname,18
1119,6462,"Senarens, Luis Philip",18
1120,6463,"Senarens, Luis",18
1121,7019,Όμηρος,18
1122,7020,Homer,18
1123,7271,"Mille, James de",18
1124,7272,"DeMille, James",18
1125,7273,"De Mille, James",18
1126,8410,"Bürstenbinder, Elisabeth",18
1127,8411,"Werner, Ernest",18
1128,8412,"Werner, Elisabeth",18
1129,8413,"Burstenbinder, Elisabeth",18
1130,8414,"Werner, E.",18
1131,8633,"Plunkett, Edward John Moreton Drax, Baron Dunsany",18
1132,8634,"Dunsany, Edward John Moreton Drax Plunkett, Baron",18
1133,8635,"Dunsany, Lord",18
1134,12200,"Glyn, Elinor Sutherland",18
1135,12201,"Glyn, Elinor",18
1136,13269,"Luther, Martin",18
1137,14483,"Hewlett, Maurice Henry",18
1138,14484,"Hewlett, Maurice",18
1139,17296,"Gallienne, Richard Le",18
1140,17297,"LeGallienne, Richard",18
1141,17298,"Le Gallienne, Richard",18
1142,19275,"Field, Eugene",18
1143,19653,"Shaler, Robert",18
1144,167,"Viaud, Julien",17
1145,168,"Viaud, Louis Marie Julien",17
1146,169,"Loti, Pierre",17
1147,366,"Miltoun, Francis",17
1148,367,"Mansfield, Milburg Francisco",17
1149,368,"Mansfield, M.F",17
1150,371,"Mansfield, M. F. (Milburg Francisco)",17
1151,682,"Beach, Rex Ellingwood",17
1152,683,"Beach, Rex",17
1153,712,Ξενοφών,17
1154,713,Jenofonte,17
1155,714,Xenophon,17
1156,1040,"Hume, David",17
1157,1121,"Phelps, Elizabeth Stuart",17
1158,1211,"McElroy, John",17
1159,1422,"Hazlitt, William",17
1160,1782,"Dell, Ethel May",17
1161,1783,"Savage, Ethel Mary Dell",17
1162,1784,"Dell, Ethel M. (Ethel May)",17
1163,1794,"Von Goethe, Johann Wolfgang",17
1164,1795,"Goethe, J. W. (Johann Wolfgang)",17
1165,1796,"Goethe, Juan Wolfgango",17
1166,1797,"Goethe, Johann Wolfgang von",17
1167,1879,"Terhune, Mary Virginia Hawes",17
1168,1880,"Hawes, Mary Virginia",17
1169,1881,"Terhune, Edward Payson, Mrs.",17
1170,1882,"Harland, Marion",17
1171,2075,"Gull, Cyril Arthur Edward Ranger",17
1172,2076,"Thorne, Guy",17
1173,2376,"Tweedsmuir, John Buchan, Baron",17
1174,2377,"Buchan, John",17
1175,2892,"Mulock, Miss",17
1176,2893,"Mulock, Dinah Maria",17
1177,2894,"Craik, Dinah Maria Mulock",17
1178,2936,"Fabian, Warner",17
1179,2937,"Adams, Samuel Hopkins",17
1180,2995,"Martineau, Harriet",17
1181,3543,"De Rouvroy, Louis, duc de Saint-Simon",17
1182,3544,"Rouvroy, Louis de, duc de Saint-Simon",17
1183,3545,"Saint-Simon, Louis de Rouvroy, duc de",17
1184,3638,"Blanc, Maurice le",17
1185,3639,"Leblanc, Maurice",17
1186,3914,"Barnum, Richard",17
1187,3952,"Fauvelet de Bourrienne, Louis Antoine",17
1188,3953,"De Bourrienne, Louis Antoine Fauvelet",17
1189,3954,"Bourrienne, Louis Antoine Fauvelet de",17
1190,4299,"Quin, Dan",17
1191,4300,"Lewis, Alfred Henry",17
1192,4512,"Smith, Johnston",17
1193,4513,"Crane, Stephen",17
1194,5142,"Moore, George Augustus",17
1195,5143,"Rhone, Lady",17
1196,5791,"Hackluyt, Richard",17
1197,5792,"Hakluyt, Richard",17
1198,5939,"Wallace, A. R. (Alfred Russel)",17
1199,5940,"Wallace, Russell",17
1200,5941,"Wallace, Alfred Russel",17
1201,6002,"Cabell, Branch",17
1202,6003,"Cabell, James Branch",17
1203,7115,"Symonds, J. A. (John Addington)",17
1204,7116,"Symonds, John Addington",17
1205,7304,"Hulbert, Archer Butler",17
1206,7385,"Hutcheson, John Conroy",17
1207,7386,"Hutcheson, John C. (John Conroy)",17
1208,8605,"Chadwick, Lester",17
1209,8798,"Smith, Evelyn E.",17
1210,9508,"Sabin, Edwin Legrand",17
1211,9509,"Sabin, Edwin L. (Edwin Legrand)",17
1212,9648,"Gibbon, Edward",17
1213,14890,"Effendi, Shoghi",17
1214,14891,"Shoghi, Effendi",17
1215,16679,"Stephens, Ann Sophia Winterbotham",17
1216,16680,"Slick, Jonathan",17
1217,16681,"Stephens, Ann S. (Ann Sophia)",17
1218,17,"Björnson, Björnstjerne",16
1219,18,"Bjornson, Bjornstjerne",16
1220,19,"Bjørnson, Bjørnstjerne",16
1221,38,"Leacock, Stephen Butler",16
1222,39,"Leacock, Stephen",16
1223,206,"Seton-Thompson, Ernest",16
1224,207,"Thompson-Seton, Ernest",16
1225,208,"Seton-Thomson, Ernest",16
1226,209,"Seton, Wolf",16
1227,210,"Seton, Ernest Thompson",16
1228,732,"Parkman, F. (Francis)",16
1229,733,"Parkman, Francis",16
1230,761,"Farnol, John Jeffery",16
1231,762,"Farnol, Jeffrey",16
1232,763,"Farnol, Jack",16
1233,764,"Farnol, Jeffery",16
1234,778,"Boothby, Guy Newell",16
1235,779,"Boothby, Guy",16
1236,789,"Smith, Grace",16
1237,790,"Richmond, Grace S. (Grace Smith)",16
1238,850,"Rollan, R.",16
1239,851,"Rolland, Romain",16
1240,888,"Wallace, Floyd L.",16
1241,889,"Wallace, Floyd Lee",16
1242,890,"Wallace, F.L.",16
1243,891,"Wallace, F. L. (Floyd L.)",16
1244,1108,"Ward, Elizabeth Stuart Phelps",16
1245,1109,"Phelps, E. Stuart (Elizabeth Stuart)",16
1246,1146,"Adams, Harrison",16
1247,1147,Old Broadbrim,16
1248,1148,"Clifton, Oliver Lee",16
1249,1149,"St. George, Harry",16
1250,1150,"George, Harry St.",16
1251,1151,"Rathborne, St. George",16
1252,1707,"Saunders, Margaret Marshall",16
1253,1708,"Saunders, Marshall",16
1254,1766,"Lucas, Edward Verrall",16
1255,1767,"Lucas, E.V.",16
1256,1768,"Lucas, E. V. (Edward Verrall)",16
1257,1823,"Graham, Roger Phillips",16
1258,1824,"Browning, Craig",16
1259,1825,"Phillips, Rog",16
1260,1942,"Gibbs, George",16
1261,2043,"Bunyan, John",16
1262,2475,"Sedgwick, Anne Douglas",16
1263,3620,"Speed, Nell",16
1264,4189,"Bond, Nelson Slade",16
1265,4190,"Bond, Nelson",16
1266,4191,"Danzell, George",16
1267,4192,"Bond, Nelson S.",16
1268,4211,"Woolsey, Sarah Chauncey",16
1269,4212,"Coolidge, Susan",16
1270,4329,"Guiney, L.I.",16
1271,4330,"Guiney, L. I.",16
1272,4331,"Guiney, Louise Imogen",16
1273,4345,"Janifer, Laurence Mark",16
1274,4346,"Harris, Larry M.",16
1275,4347,"Logan, William",16
1276,4348,"Janifer, Larry",16
1277,4349,"Harris, Laurence Mark",16
1278,4350,"Janifer, Laurence M.",16
1279,4679,"Burke, Edmund",16
1280,4928,"Schoolcraft, Henry R. (Henry Rowe)",16
1281,4929,"Colcraft, Henry Rowe",16
1282,4930,"Schoolcraft, Henry Rowe",16
1283,5394,"Browne, Thomas Alexander",16
1284,5395,"Boldrewood, Rolf",16
1285,5440,"Lamb, Charles",16
1286,6487,"Ingraham, Colonel Prentiss",16
1287,6488,"Ingraham, Prentiss",16
1288,6715,"Cory, David Magie",16
1289,6716,"Cory, David",16
1290,6952,"Scott, Hugh Stowell",16
1291,6953,"Merriman, H. Seton (Henry Seton)",16
1292,6954,"Merriman, Henry Seton",16
1293,7555,"Long, Frank Belknap",16
1294,7723,"Morley, Christopher Darlington",16
1295,7724,"Morley, Christopher",16
1296,7894,"Parrish, Randall",16
1297,8402,"Reed, Talbot Baines",16
1298,8435,"Reeve, Arthur Benjamin",16
1299,8436,"Reeve, Arthur B. (Arthur Benjamin)",16
1300,8477,"Bassett, Sara Ware",16
1301,8644,"Rockwood, Roy",16
1302,9311,"Sudermann, Herman",16
1303,9312,"Sunderman, Hermann",16
1304,9313,"Sudermann, H. (Hermann)",16
1305,9314,"Sudermann, Hermann",16
1306,9496,"Gualterus, Petrus",16
1307,9497,"Drawcansir, Alexander, Sir",16
1308,9498,"Keyber, Conny",16
1309,9499,"Trottplaid, John",16
1310,9500,"Vinegar, Hercules",16
1311,9501,"Fielding, Henry",16
1312,10038,"Hasse, Henry Louis",16
1313,10039,"Hasse, Henry",16
1314,10771,"McIntyre, John Thomas",16
1315,10772,"McIntyre, John T. (John Thomas)",16
1316,11411,"Watson, John",16
1317,11412,"Maclaren, Ian",16
1318,11748,"Reade, Charles",16
1319,12082,"Neville, Kris Ottman",16
1320,12083,"Neville, Kris",16
1321,12242,"Gordon, Charles William",16
1322,12243,"Connor, Ralph",16
1323,12665,"Dawson, Coningsby W. (Coningsby William)",16
1324,12666,"Dawson, Coningsby William",16
1325,12667,"Dawson, Coningsby",16
1326,14234,"Kennedy, The President's Commission on the Assassination of President",16
1327,14235,Warren Commission (U.S.),16
1328,14236,United States. President's Commission on the Assassination of President Kennedy,16
1329,14237,"Commission, Warren",16
1330,14238,United States. Warren Commission,16
1331,14477,"Dowling, R. (Richard)",16
1332,14478,"Fall, Marcus",16
1333,14479,"Dowling, Richard",16
1334,20800,"Zangwill, I. (Israel)",16
1335,20801,"Zangwill, Israel",16
1336,532,"Parley, Peter",15
1337,619,"Ibáñez, Vicente Blasco",15
1338,620,"Blasco Ibanez, Vicente",15
1339,621,"Blasco Ibáñez, Vicente",15
1340,892,"Flaubert, Gustave",15
1341,1080,"Ellis, Henry Havelock",15
1342,1081,"Ellis, Havelock",15
1343,1306,"Saltus, Edgar Evertson",15
1344,1307,"Saltus, Edgar",15
1345,1377,"Vance, Louis Joseph",15
1346,1493,"Habberton, John",15
1347,2072,"Beith, John Hay",15
1348,2073,"Beith, Ian Hay",15
1349,2074,"Hay, Ian",15
1350,2085,"Gaultier, Theophile",15
1351,2086,"Gautier, Theophile",15
1352,2087,"Gautier, Pierre-Jules-Théophile",15
