,0,1,2
1759,23455,"Sismonde, Sismondi J. C. L. (Jean-Charles-Léonard)",16
1760,23456,"Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde)",16
1761,431,"Radcliffe, Mrs.",15
1762,432,"Ratcliffe, Mrs.",15
1763,433,"Rattcliffe, Anne",15
1764,434,"Radcliffe, Anne",15
1765,435,"Radcliffe, Ann Ward",15
1766,532,"Parley, Peter",15
1767,769,"Richardson, Samuel",15
1768,785,"Rey, Lester del",15
1769,786,"Knapp, Leonard",15
1770,787,"Del Rey, Lester",15
1771,1008,"Panzini, Alfredo",15
1772,1103,"Porter, Eleanor Hodgman",15
1773,1104,"Porter, Eleanor H. (Eleanor Hodgman)",15
1774,1306,"Saltus, Edgar Evertson",15
1775,1307,"Saltus, Edgar",15
1776,1377,"Vance, Louis Joseph",15
1777,1738,"Mann, Paul Thomas",15
1778,1739,"Thomas, Paul",15
1779,1740,"Mann, Thomas",15
1780,1973,"Wagner, Wilhelm Richard",15
1781,1974,"Wagner, R. (Richard)",15
1782,1975,"Drach, Wilhelm",15
1783,1976,"Wagner, Richard",15
1784,2072,"Beith, John Hay",15
1785,2073,"Beith, Ian Hay",15
1786,2074,"Hay, Ian",15
1787,2127,"Moody, D. L. (Dwight Lyman)",15
1788,2128,"Moody, Dwight L.",15
1789,2129,"Moody, Dwight Lyman",15
1790,2304,"March, Anne",15
1791,2305,"Woolson, Constance Fenimore",15
1792,2378,"Cantu, Cesare",15
1793,2379,"Cantù, Cesare",15
1794,2380,"Tieck, Johann Ludwig",15
1795,2381,"Tieck, L. (Ludwig)",15
1796,2382,"Tieck, Ludwig",15
1797,2417,"Grinnell, George Bird",15
1798,2909,"Assis, Joaquim Maria Machado de",15
1799,2910,"Assis, Machado de",15
1800,2911,"De Assis, Machado",15
1801,2912,Machado de Assis,15
1802,2966,"Stanhope, Philip Dormer, Earl of Chesterfield",15
1803,2967,"Chesterfield, Philip Dormer Stanhope, Earl of",15
1804,3535,"Siebe, Josefine",15
1805,3536,"Siebe, Josephine",15
1806,3703,"Bastiat, Frederic",15
1807,3704,"Bastiat, Claude Frédéric",15
1808,3705,"Bastiat, Frédéric",15
1809,4176,"Herrick, Robert",15
1810,4273,"Hunt, Helen Maria Fiske",15
1811,4274,"Holm, Saxe",15
1812,4275,"Jackson, H. H. (Helen Hunt)",15
1813,4276,"Jackson, Helen Maria Fiske Hunt",15
1814,4277,"Jackson, Helen Hunt",15
1815,4351,"Wells, Basil Eugene",15
1816,4352,"Ellerman, Gene",15
1817,4353,"Wells, Basil",15
1818,4505,羅貫中,15
1819,4506,"Luo, Guanzhong",15
1820,4806,"Lavell, Edith",15
1821,4864,"Church, Alfred J.",15
1822,4865,"Church, A. J.",15
1823,4866,"Church, Alfred John",15
1824,5562,"Frederic, Harold",15
1825,5840,"Merwin, Samuel",15
1826,6054,"Mahan, Alfred Thayer",15
1827,6055,"Mahan, Alfred T.",15
1828,6056,"Mahan, A. T. (Alfred Thayer)",15
1829,6139,"Mencken, Henry Louis",15
1830,6140,"Hatteras, Owen",15
1831,6141,"Mencken, Henry L.",15
1832,6142,"Mencken, H. L. (Henry Louis)",15
1833,6392,"Moore, Thomas",15
1834,6818,"Hahnsson, Sofia Theodolinda",15
1835,6819,"Yrjo-Koskinen, Theodolinda Limon",15
1836,6820,"Hahnsson, Theodolinda",15
1837,7037,"Laut, Agnes Christina",15
1838,7038,"Laut, Agnes C. (Agnes Christina)",15
1839,7039,"Laut, Agnes C.",15
1840,7105,"Paget, Violet",15
1841,7106,"Lee, Vernon",15
1842,7148,"Atheling, William",15
1843,7344,"Cather, Willa Sibert",15
1844,7345,"Cather, Wilella",15
1845,7346,"Catherová, Willa",15
1846,7347,"Catherova, Willa",15
1847,7348,"Cather, Willa",15
1848,7377,"Browning, Robert",15
1849,7448,"Glasgow, Ellen Anderson Gholson",15
1850,7451,"Brady, Cyrus Townsend",15
1851,7543,"Moodie, Susannah Strickland",15
1852,7544,"Strickland, S. (Susanna)",15
1853,7545,"Strickland, Susannah",15
1854,7546,"Moodie, Susanna",15
1855,8555,"Russell, Bertrand Russell, 3d Earl",15
1856,8556,"Russell, Bertrand A. W. (Bertrand Arthur William)",15
1857,8557,"Russell, Bertrand",15
1858,9002,"Wordsworth, William",15
1859,9626,"Corbière, Édouard",15
1860,9627,"Corbiere, Edouard",15
1861,9628,"Corbière, Edouard",15
1862,9776,"Ovidius Naso, Publius",15
1863,9777,"Nasón, Publio Ovidio",15
1864,9778,"Nason, Publio Ovidio",15
1865,9779,Ovid,15
1866,10107,"Green, Olive",15
1867,10108,"Reed, Myrtle",15
1868,10897,"Spencer, Herbert",15
1869,10926,"Lehtinen, Hilja Onerva",15
1870,10927,"Lehtinen, Onerva",15
1871,10928,"Madetoja, Hilja Onerva",15
1872,10929,"Streng, Hilja Onerva",15
1873,10930,"Onerva, L.",15
1874,11132,"Bates, Arlo",15
1875,11888,"Tranquillus, Gaius Suetonius",15
1876,11889,Suetonius,15
1877,12238,Abdul-Baha,15
1878,12239,`Abdu'l-Bahá,15
1879,12801,"Bowen, R. Sidney",15
1880,12802,"Richard, James Robert",15
1881,12803,"Bowen, Robert Sydney",15
1882,12804,"Bowen, Robert Sidney",15
1883,13317,"Lacroix, Paul",15
1884,13318,"Jacob, Paul L.",15
1885,13319,"Dufour, Pierre",15
1886,13320,"Jacob, Bibliophile",15
1887,13321,"Jacob, Paul Lacroix",15
1888,13322,"Jacob, P. L.",15
1889,14141,"Gallun, Raymond Z. (Raymond Zinke)",15
1890,14142,"Gallun, Raymond Zinke",15
1891,14143,"Gallun, Raymond Z.",15
1892,14933,"Patchin, Frank Glines",15
1893,14934,"Patchin, Frank Gee",15
1894,16836,"Murray, D. Christie (David Christie)",15
1895,16837,"Murray, Christie",15
1896,16838,"Christie Murray, David",15
1897,16839,"Murray, David Christie",15
1898,20932,"Mommsen, Christian Matthias Theodor",15
1899,20933,"Mommsen, Theodorus",15
1900,20934,"Mommzen, Teodor",15
1901,20935,"Mommsen, T. (Theodor)",15
1902,20936,"Mommsen, Teodoro",15
1903,20937,"Mommsen, Theodor",15
1904,21387,"Webster, Noah",15
1905,25369,"Hannay, James Owen",15
1906,25370,"Birmingham, G. A. (George A.)",15
1907,25371,"Hannay, James O. (James Owen)",15
1908,25372,"Birmingham, George A.",15
1909,161,"Rilke, Rainer Maria",14
1910,390,"Housman, Lawrence",14
1911,391,"Bunny, Benjamin",14
1912,392,"Housman, Laurence",14
1913,537,"Newman, John Henry, Cardinal",14
1914,538,"Newman, J. H. (John Henry)",14
1915,539,"Newman, John Henry",14
1916,893,"Bixby, Jay Lewis",14
1917,894,"Bixby, Jerry",14
1918,895,"Bixby, Drexel Jerome Lewis",14
1919,896,"Neal, Harry",14
1920,897,"Drexel, Jay B.",14
1921,898,"Lewis, D. B.",14
1922,899,"Lewis, D.B.",14
1923,900,"Bixby, Jerome",14
1924,1212,"Deeping, George Warwick",14
1925,1213,"Deeping, Warwick",14
1926,1282,"White, Frederick Merrick",14
1927,1283,"White, Fred Merrick",14
1928,1284,"White, Fred M. (Fred Merrick)",14
1929,1716,"DeVet, Charles V.",14
1930,1717,"Vet, Charles V. de",14
1931,1718,"Vet, Charles Vincent de",14
1932,1719,"De Vet, Charles V.",14
1933,1941,"Gibbs, George Fort",14
1934,2138,"Banzole, Ottone di",14
1935,2139,"Oriani, Alfredo",14
1936,2188,"Grove, Harriet Pyne",14
1937,2268,"Lemaitre, Jules",14
1938,2269,"Lemaître, François Elie Jules",14
1939,2270,"Lemaitre, Francois Elie Jules",14
1940,2271,"Lemaître, Jules",14
1941,2418,"Duellman, William E. (William Edward)",14
1942,2419,"Duellman, William Edward",14
1943,2803,"Maspero, Gaston Camille Charles, Sir",14
1944,2804,"Maspero, G. (Gaston)",14
1945,2908,"Wilson, Richard",14
1946,3184,"Coburn, Fordyce, Mrs.",14
1947,3185,"Abbott, Eleanor Hallowell",14
1948,3268,"Bloundelle-Burton, J. (John)",14
1949,3269,"Bloundelle-Burton, John",14
1950,3518,"Packard, Frank L. (Frank Lucius)",14
1951,3663,"De Musset, Alfred",14
1952,3664,"DeMusset, Alfred",14
1953,3665,"Musset, Louis Charles Alfred de",14
1954,3667,"Musset, Alfred de",14
1955,3773,"Gribbon, William Lancaster",14
1956,3774,"Mundy, Talbot",14
1957,3830,"Holden, Fox B.",14
1958,3893,"Terhune, Albert Payson",14
1959,3947,"Grahame, Kenneth",14
1960,4654,"Herculano, Alejandro",14
1961,4655,"Carvalho e Araujo, Alexandre Herculano de",14
1962,4656,"Araujo, Alexandre Herculano de Carvalho e",14
1963,4657,"De Carvalho e Araújo, Alexandre Herculano",14
1964,4658,"Herculano, A. (Alexandre)",14
1965,4659,"Herculano, Alexandre",14
1966,4949,"Jones, J. Knox",14
1967,5326,"Constant, Louis Constant Wairy, known as",14
1968,5327,"Wairy, Constant",14
1969,5328,"Wairy, Louis Constant",14
1970,5540,"Addison, Joseph",14
1971,5664,"Stetson, Charlotte Perkins",14
1972,5665,"Perkins, Charlotte Anna",14
1973,5666,"Gilman, Charlotte Perkins",14
1974,5894,"Dick, Philip Kindred",14
1975,5895,"Dick, Philip K.",14
1976,5959,"Sharkey, John Michael",14
1977,5960,"Sharkey, Jack",14
1978,6323,"Allen, James Lane",14
1979,6472,"Mitchell, Weir",14
1980,6473,"Mitchell, Silas Weir",14
1981,6474,"Mitchell, S. Weir (Silas Weir)",14
1982,6707,"Pyle, Katherine",14
1983,6708,"Pyle, Katharine",14
1984,6766,"Gregg, Hilda Caroline",14
1985,6767,"Grier, Sydney C.",14
1986,6840,"Wister, Owen",14
1987,7093,"Capes, B. E. J.",14
1988,7094,"Capes, Bernard Edward Joseph",14
1989,7095,"Capes, Bernard",14
1990,7197,"Harben, William Nathaniel",14
1991,7198,"Harben, Will N. (Will Nathaniel)",14
1992,7585,"Smiles, Samuel",14
1993,7663,"Wood, William",14
1994,7860,"Freeman, E. A. (Edward Augustus)",14
1995,7861,"Freeman, Edward Augustus",14
1996,7862,"Freeman, Edward A. (Edward Augustus)",14
1997,7872,"Rydberg, Abraham Viktor",14
1998,7873,"Rydberg, Victor",14
1999,7874,"Rydberg, V. (Viktor)",14
2000,7875,"Rydberg, Viktor",14
2001,8044,"Wilbur, Homer",14
2002,8045,Meliboeus-Hipponax,14
2003,8046,"Lowell, James Russell",14
2004,8130,"Huxley, Aldous Leonard",14
2005,8131,"Huxley, Aldous",14
2006,8528,"Dahn, Felix",14
2007,8712,"Leland, Charles G.",14
2008,8713,"Breitmann, Hans",14
2009,8714,"Breitman, Hans",14
2010,8715,"Leland, Charles Godfrey",14
2011,8758,"Capuana, Luigi",14
2012,8824,"Dixon, Thomas F.",14
2013,8825,"Dixon, Thomas",14
2014,8826,"Dixon, Thomas, Jr.",14
2015,8951,"Daskam, Josephine Dodge",14
2016,8952,"Lovell, Ingraham",14
2017,8953,"Bacon, Josephine Dodge Daskam",14
2018,8954,"Bacon, Selden, Mrs.",14
2019,8955,"Bacon, Josephine Daskam",14
2020,9625,"Ferber, Edna",14
2021,9685,"Day, Holman Francis",14
2022,9686,"Day, Holman F.",14
2023,9687,"Day, Holman",14
2024,9877,"Hegel, G. W. F. (Georg Wilhelm Friedrich)",14
2025,9878,"Hegel, Georg Wilhelm Friedrich",14
2026,10133,"Hawthorne, Julian",14
2027,10416,"Martin, Violet Florence",14
2028,10417,"Somerville, Edith Anna Oenone",14
2029,10418,"Herring, Geilles",14
2030,10419,"Ross, Martin",14
2031,10420,"Somerville, E. Oe. (Edith Oenone)",14
2032,10530,"Janvier, Thomas Allibone",14
2033,10531,"Janvier, Thomas A. (Thomas Allibone)",14
2034,10615,"Stoddard, W. O.",14
2035,10616,"Stoddard, William Osborn",14
2036,10617,"Stoddard, William O.",14
2037,11038,"Winterbotham, Russell Robert",14
2038,11039,"Winterbotham, Russ",14
2039,11040,"Winterbotham, R.R.",14
2040,11041,"Winterbotham, R. R. (Russell Robert)",14
2041,11185,"Cable, G. W. (George Washington)",14
2042,11186,"Cable, George Washington",14
2043,11447,"Mackenzie, Anthony Edward Montagu Compton",14
2044,11448,"Mackenzie, Compton, Sir",14
2045,11449,"MacKenzie, Compton",14
2046,11511,"Pater, Walter Horatio",14
2047,11512,"Pater, Walter H. (Walter Horatio)",14
2048,11513,"Pater, Walter",14
2049,12293,"Diderot, Pantophile",14
2050,12294,"Diderot, Denis",14
2051,13531,"Bush, W. (Wilhelm)",14
2052,13532,"Busch, Wilhelm",14
2053,18456,"Riis, Jacob August",14
2054,18457,"Riis, Jacob A. (Jacob August)",14
2055,47,"Muir, John",13
2056,337,United States President (1869-1877),13
2057,338,"Grant, U. S. (Ulysses Simpson)",13
2058,339,"Grant, Hiram Ulysses",13
2059,340,"Grant, Ulysses S. (Ulysses Simpson)",13
2060,517,"Le Sage, Alain Rene",13
2061,518,"Sage, Alain René Le",13
2062,519,"Lesage, Alain-René",13
2063,520,"Sage, Alain-René le",13
2064,521,"Le Sage, Alain René",13
2065,569,"Chevalier, Émile",13
2066,570,"Chevalier, H. Émile (Henri Émile)",13
2067,571,"Chevalier, Henri Emile",13
2068,572,"Chevalier, Emile",13
2069,573,"Chevalier, H. Emile (Henri Emile)",13
2070,624,"Bridges, Robert",13
2071,664,"Schmitz, James Henry",13
2072,665,"Schmitz, James H.",13
2073,750,"Berlioz, Louis Hector",13
2074,751,"Berlioz, H. (Hector)",13
2075,752,"Berlioz, Hector",13
2076,780,"Engels, Frederick",13
2077,781,"Marx, Heinrich Karl",13
2078,783,"Engels, Friedrich",13
2079,784,"Marx, Karl",13
2080,1131,"Mangasarian, Mangasar Mugurditch",13
2081,1132,"Mangasarian, M. M. (Mangasar Mugurditch)",13
2082,1160,"Alden, Isabella Macdonald",13
2083,1161,"Alden, Mrs. G. R. (Isabella)",13
2084,1162,Pansy,13
2085,1274,"Footner, Hulbert",13
2086,1486,"Tapper, Thomas",13
2087,1501,"Vigny, Alfred Victor, comte de",13
2088,1502,"De Vigny, Alfred",13
2089,1503,"Vigny, Alfred de",13
2090,1621,"Brandes, Georg Morris Cohen",13
2091,1622,"Brandes, G. (Georg)",13
2092,1623,"Brandes, George",13
2093,1624,"Brandes, Georg",13
2094,1674,"Souvestre, Emile",13
2095,1675,"Souvestre, Émile",13
2096,2432,"D'Aubigné, J. H. Merle (Jean Henri Merle)",13
2097,2433,"Aubigné, J. H. Merle d' (Jean Henri Merle)",13
2098,2434,"D'Aubigné, Jean Henri Merle",13
2099,2435,"d'Aubigne, Merle",13
2100,2436,"d'Aubigné, Merle",13
2101,2437,"Merle d'Aubigné, J. H. (Jean Henri)",13
2102,2512,"Cox, Irving England, Jr.",13
2103,2513,"Cox, Irving E.",13
2104,2516,Aunt Fanny,13
2105,2517,"Barrow, Frances Elizabeth",13
2106,2518,"Mease, Frances Elizabeth",13
2107,2519,"Fanny, Aunt",13
2108,2761,"Tarbell, Ida Minerva",13
2109,2762,"Tarbell, Ida M. (Ida Minerva)",13
2110,2823,"Cresswick, Mr.",13
2111,2824,"Godwin, Mary Wollstonecraft",13
2112,2825,"Wollstonecraft, Mary",13
2113,2880,"Λουκιανός, ὁ Σαμοσατεύς",13
2114,2881,"Λουκιανος, ο Σαμοσατευς",13
2115,2882,"Λουκιανός, ο Σαμοσατεύς",13
2116,2883,"Samosata, Lucian of",13
2117,2884,Lukianos,13
2118,2885,"Lucian, of Samosata",13
2119,2962,"Savage, Blake",13
2120,2963,"Goodwin, Harold Leland",13
2121,2964,"Goodwin, Hal",13
2122,2965,"Goodwin, Harold L. (Harold Leland)",13
2123,3066,"Steiner, Rudolph",13
2124,3067,"Steiner, Rudolf",13
2125,3302,"Lapauze, Jeanne Loiseau, Mme.",13
2126,3303,"Lesueur, Daniel",13
2127,3800,"Marloe, Christopher",13
2128,3801,"Marlo, Christopher",13
2129,3802,"Marlow, Christopher",13
2130,3803,"Marlowe, Christopher",13
2131,3866,"Sharp, Dallas Lore",13
2132,4175,"Herrick, Robert Welch",13
2133,4242,"King, William Benjamin Basil",13
2134,4243,"King, Basil",13
2135,4315,"Breese, William Llywelyn, Mrs.",13
2136,4316,"Breese, William Lleywelyn, Mrs.",13
2137,4317,"Gale, Zona",13
2138,4539,"Brown, W. Wells (William Wells)",13
2139,4540,"Brown, Wm. Wells (William Wells)",13
2140,4541,"Brown, William W.",13
2141,4542,"Brown, William Wells",13
2142,4685,"Norris, Kathleen Thompson",13
2143,4702,"Kelland, Clarence B.",13
2144,4703,"Kelland, Clarence Budington",13
2145,5098,"Gautier, Louise Judith",13
2146,5099,"Gautier, Louise Charlotte Ernestine",13
2147,5100,"Mendès, Judith",13
2148,5101,"Mendes, Judith",13
2149,5102,"Walter, Judith",13
2150,5103,"Gautier-Mendès, Judith",13
2151,5104,"Gautier, Judith",13
2152,5247,"Barrett-Browning, Elizabeth",13
2153,5248,"Browning, Elizabeth Barrett",13
2154,5371,"Doctorow, Cory",13
2155,5537,"Edgar, John, Sir",13
2156,5538,"Steele, R. (Richard), Sir",13
2157,5539,"Steele, Sir Richard",13
2158,5542,"Steele, Richard, Sir",13
2159,5688,"Romanes, G.-J.",13
2160,5689,"Romanes, George J.",13
2161,5690,"Romanes, G. J.",13
2162,5691,"Romanes, George John",13
2163,5866,"Spinoza, Benedict of",13
2164,5867,"Spinoza, Baruch",13
2165,5868,"Espinosa, Baruch de",13
2166,5869,"De Spinoza, Benedictus",13
2167,5870,"Spinoza, Benedictus de",13
2168,6332,"Verhaeren, Émile",13
2169,6333,"Verhaeren, Emile",13
2170,6734,"Riverton, Stein",13
2171,6735,"Biller, Kristian F.",13
2172,6736,"Svendsen, Sven",13
2173,6737,"Elvestad, Sven",13
2174,6849,"Hurll, Estelle May",13
2175,6850,"Hurll, Estelle M. (Estelle May)",13
2176,7015,"Pinero, Sir Arthur Wing",13
2177,7016,"Pinero, A. W. (Arthur Wing)",13
2178,7017,"Pinero, Arthur W. (Arthur Wing)",13
2179,7018,"Pinero, Arthur Wing",13
2180,7528,"James, William",13
2181,7612,"Clay, Bertha M.",13
2182,7662,"Wood, William Charles Henry",13
2183,7991,"Mathews, Joanna H. (Joanna Hooe)",13
2184,8104,"Meynell, Alice Christiana Thompson",13
2185,8105,"Thompson, A. C. (Alice Christiana)",13
2186,8106,"Meynell, Alice",13
2187,8189,"Gregory, Jackson",13
2188,8332,"Leroux, Gaston",13
2189,8393,"Fox, John",13
2190,8394,"Fox, John William, Jr.",13
2191,8395,"Fox, John, Jr.",13
2192,8779,"Jewett, Sarah Orne",13
2193,8937,"De Roberto, Federigo",13
2194,8938,"Roberto, Federico de",13
2195,8939,"De Roberto, Federico",13
2196,9162,"Blanchard, Amy E. (Amy Ella)",13
2197,9163,Aunt Ella,13
2198,9164,"Ella, Aunt",13
2199,9165,"Blanchard, Amy Ella",13
2200,9553,"Whyte-Melville, George John",13
2201,9554,"Melville, G. J. Whyte",13
2202,9555,"Whyte-Melville, G. J. (George John)",13
2203,9827,"Mare, Walter de la",13
2204,9828,"Ramal, Walter",13
2205,9829,"De la Mare, Walter John",13
2206,9830,"De la Mare, Walter",13
2207,10163,"Tacitus, Gaius Cornelius",13
2208,10164,"Tacitus, Caius Cornelius",13
2209,10165,"Tacitus, Publius Cornelius",13
2210,10166,"Tacitus, Cornelius",13
2211,10920,"Gedin, Sven",13
2212,10921,"Khedin, Sven Anders",13
2213,10922,"Hedin, Sven Anders",13
2214,11091,"Bone, Jesse Franklin",13
2215,11092,"Bone, J.F.",13
2216,11093,"Bone, J. F. (Jesse Franklin)",13
2217,11094,"Bone, Jesse F. (Jesse Franklin)",13
2218,11587,"Mitford, Miss",13
2219,11588,"Mitford, Mary Russell",13
2220,11817,"Wilson, Harry Leon",13
2221,12169,"Benson, R. H. (Robert Hugh)",13
2222,12170,"Benson, Robert Hugh",13
2223,12237,"Farina, Salvatore",13
2224,12764,"Bruce, Mary Grant",13
2225,13107,"Boswell, James",13
2226,13119,"Walsh, James Joseph",13
2227,13120,"Walsh, J. J. (James Joseph)",13
2228,13121,"Walsh, James J. (James Joseph)",13
2229,13162,"Hergesheimer, Joseph",13
2230,14178,"Bang, Herman Joachim",13
2231,14179,"Bang, Herman",13
2232,14762,"Luska, Sidney",13
2233,14763,"Harland, Henry",13
2234,15322,"Bullen, Frank T. (Frank Thomas)",13
2235,15323,"Bullen, Frank Thomas",13
2236,15404,"Beauchamp, Mary Annette",13
2237,15405,"Arnim-Schlagenthin, Countess Elizabeth von",13
2238,15406,"Arnim, Elizabeth von",13
2239,15407,"Russell, Mary Annette Beauchamp Russell, Countess",13
2240,15408,"Cholmondeley, Alice",13
2241,15409,"Von Arnim, Elizabeth",13
2242,15459,"Hughes, Rupert",13
2243,15708,"Chaucer, Jeffrey",13
2244,15709,"Chaucer, Geoffrey",13
2245,16992,"Gutenberg, Project",13
2246,16993,Project Gutenberg,13
2247,17819,"Fitch, Lucy",13
2248,17820,"Perkins, Lucy Fitch",13
2249,18472,"Perrault, Charles",13
2250,20323,"Goldsmit, Oliver",13
2251,20324,"Goldsmith, Oliver",13
2252,26037,"Huneker, James Gibbons",13
2253,26038,"Huneker, James",13
2254,88,"Ingham, Frederic",12
2255,89,"Darragh, J. Thomas",12
2256,90,"Hale, E. E. (Edward Everett)",12
2257,91,"Hale, Edward E.",12
2258,92,"Hale, Edward Everett",12
2259,336,"Walsh, George Ethelbert",12
2260,393,"Johnson, Ben",12
2261,394,"Jonson, Benjamin",12
2262,395,"Ionson, Ben",12
2263,396,"Jonson, Ben",12
2264,507,"Foote, George William",12
2265,508,"Foote, G. W. (George William)",12
2266,622,"Bridges, Robert Seymour",12
2267,623,"Bridges, R. (Robert)",12
2268,853,"Scheffel, Joseph Victor von",12
2269,883,"Claretie, Arsène-Arnaud",12
2270,884,"Claretie, Arsène-Armand",12
2271,885,"Claretie, Arsene-Arnaud",12
2272,886,"Claretie, Jules Arsène Arnaud",12
2273,887,"Claretie, Jules",12
2274,1347,"Hill, Grace Brooks",12
2275,1504,"Schnitzler, Arthur",12
2276,1515,"Giacosa, G. (Giuseppe)",12
2277,1516,"Giacosa, Giuseppe",12
2278,1651,"Mann, Heinrich",12
2279,1727,"Taylor, James Bayard",12
2280,1728,"Taylor, J. B.",12
2281,1729,"Taylor, J.B.",12
2282,1730,"Taylor, Bayard",12
2283,2235,"Barclay, Florence Louisa (Charlesworth), Mrs.",12
2284,2236,"Roy, Brandon",12
2285,2237,"Barclay, Florence L. (Florence Louisa)",12
2286,2360,"Smith, Sarah",12
2287,2361,"Stretton, Hesba",12
2288,2687,"Knackfuss, Hermann",12
2289,2688,"Knackfuß, Hermann",12
2290,2689,"Knackfuss, H. (Hermann)",12
2291,2906,"Wilson, Dick",12
2292,2907,"Halibut, Edward",12
2293,2996,"Baldwin, James",12
2294,3090,"Hawkins, Nehemiah",12
2295,3091,"Rogers, William",12
2296,3092,"Hawkins, N. (Nehemiah)",12
2297,3112,"Coppee, Francois",12
2298,3113,"Coppée, Francis Edouard Joachim",12
2299,3114,François Coppée,12
2300,3115,"Coppée, François",12
2301,3298,"Spence, James Lewis Thomas Chalmers",12
2302,3299,"Spence, Lewis",12
2303,3367,"Dempsey, Henry Maxwell",12
2304,3368,"Harrison, Henry Maxwell",12
2305,3369,"Harrison, Harry",12
2306,3376,"Snaith, John Collis",12
2307,3377,"Snaith, J. C. (John Collis)",12
2308,3382,"Taggart, Marion Ames",12
2309,3434,"Chartres, Annie Vivanti",12
2310,3435,"Vivanti, Anna",12
2311,3436,"Vivanti, Annie",12
2312,3448,"Glover, Mary Baker",12
2313,3449,"Eddy, Mary Baker",12
2314,3546,"Jones, Raymond F. (Raymond Fisher)",12
2315,3547,"Jones, Raymond F.",12
2316,3661,"Baudelaire-Dufaÿs, Charles Pierre",12
2317,3662,"Baudelaire-Dufays, Charles Pierre",12
2318,3666,"Baudelaire, Charles",12
2319,3770,"Ohnet, Jorge",12
2320,3771,"Ohnet, Georges",12
2321,3886,"Marchmont, Arthur Williams",12
2322,3887,"Marchmont, Arthur W.",12
2323,4007,"Bensusan, Samuel Levy",12
2324,4008,"Bensusan, S. L. (Samuel Levy)",12
2325,4186,"Eggleston, Edward",12
2326,4279,"McCabe, Antony",12
2327,4280,"Antony, Father",12
2328,4281,"Macabe, Joseph",12
2329,4282,"McCabe, Joseph",12
2330,4469,"Muller, F. Max (Friedrich Max)",12
2331,4470,F. Max Müller,12
2332,4471,"Mueller, Friedrich Max",12
2333,4472,"Müller, Max",12
2334,4473,"Müller, Friedrich Max",12
2335,4474,"Müller, F. Max (Friedrich Max)",12
2336,4500,"Cook, Captain (James)",12
2337,4501,"Cooke, James",12
2338,4502,"Cook, James",12
2339,4634,"Serviss, Garrett P. (Garrett Putman)",12
2340,4635,"Serviss, Garrett Putman",12
2341,4917,"Farrar, Frederic William",12
2342,4918,"Farrar, Frederick William",12
2343,4919,"Farrar, Dean (Frederic William)",12
2344,4920,"Hope, F. T. L.",12
2345,4921,"Farrar, Frederic W.",12
2346,4922,"Farrar, F. W. (Frederic William)",12
2347,4924,"Harris, James Thomas",12
2348,4925,"Harris, Frank",12
2349,5016,"James, G. Wharton (George Wharton)",12
2350,5017,"James, George Wharton",12
2351,5221,"Wilson, Ann",12
2352,5333,"Smith, Laura Rountree",12
2353,5731,"Hocking, Joseph",12
2354,5821,"Young, Alexander Bell Filson",12
2355,5822,"Young, A. B. Filson (Alexander Bell Filson)",12
2356,5823,"Young, Filson",12
2357,6114,"Hoffmann, Franz",12
2358,6177,"Blink, Carl",12
2359,6178,"Stjernstrom, Louise",12
2360,6179,"Ejegod, Erik",12
2361,6180,"Stjernström, Louise",12
2362,6219,"Lewars, Harold, Mrs.",12
2363,6220,"Lewars, Mrs. Harold",12
2364,6221,"Singmaster, Elsie",12
2365,6257,"Bertrand, Huguette",12
2366,6520,"De Tocqueville, Alexis",12
2367,6521,"Toqueville, Alexis de",12
2368,6522,"Tocqueville, Alexis Charles Henri Maurice Clérel de",12
2369,6523,"Tocqueville, Alexis Charles Henri Maurice Clerel de",12
2370,6524,"Tocqueville, Alexis de",12
2371,7086,"Society, Pennsylvania Prison",12
2372,7087,Philadelphia Society for Alleviating the Miseries of Public Prisons,12
2373,7088,Pennsylvania Prison Society,12
2374,7102,"Howard, Robert Ervin",12
2375,7103,"Howard, Robert E. (Robert Ervin)",12
2376,7220,"Cody, Hiram Alfred",12
2377,7221,"Cody, H. A. (Hiram Alfred)",12
2378,7292,"Kyne, Peter Bernard",12
2379,7293,"Kyne, Peter B. (Peter Bernard)",12
2380,7389,"Saintsbury, George Edward Bateman",12
2381,7390,"Saintsbury, George",12
2382,7398,"Van den Vondel, Joost",12
2383,7399,"Vondel, J. V. (Joost van)",12
2384,7400,"Den Vondel, Joost van",12
2385,7401,"Vondel, Jost van den",12
2386,7402,"Vondelen, Joost van den",12
2387,7403,"Vondelen, J. V. (Joost van)",12
2388,7404,"Vondel, Joost van den",12
2389,7638,"Abernathy, Robert Harwood",12
2390,7639,"Abernathy, Robert",12
2391,7705,"Torrey, Bradford",12
2392,7889,"Hamilton, Frederick William",12
2393,7890,"Hamilton, Frederick W. (Frederick William)",12
2394,8061,"Griffis, William Eliot",12
2395,8062,"Griffis, W. E. (William Elliot)",12
2396,8063,"Griffis, William Elliot",12
2397,8163,"Bell, Currer",12
2398,8164,"Bronte, Charlotte",12
2399,8165,Charlotte Brontë,12
2400,8166,"Brontë, Charlotte",12
2401,8187,"Milton, John",12
2402,8254,"Boccaccio, Giovanni",12
2403,8810,"Carter, Herbert, active 1909-1917",12
2404,8841,"Bazin, Rene",12
2405,8842,"Bazin, René",12
2406,8852,"Froude, J. A. (James Anthony)",12
2407,8853,"Froude, James Anthony",12
