author_name,book_id
"Dalrymple, Leona",50678
"Sabin, Edwin Legrand",28398
"Sabin, Edwin Legrand",65918
"Sabin, Edwin L. (Edwin Legrand)",62665
"Sabin, Edwin L. (Edwin Legrand)",18236
"Sabin, Edwin L. (Edwin Legrand)",68893
"Thoreau, Henry D. (Henry David)",23615
"Thoreau, Henry D. (Henry David)",66027
"Thoreau, Henry D. (Henry David)",53192
"Thoreau, Henry David",56743
"Browne, Paul Cameron",17157
"Brown, Paul Cameron",54063
"Brown, Paul Cameron",19653
"Carleton, May",50634
"Carleton, May",7011
"Earlie, M. A. (May Agnes)",34899
"Fleming, May A. (May Agnes)",33561
"Day, Holman Francis",49418
"Day, Holman Francis",56948
"Day, Holman F.",55713
"Day, Holman F.",59461
"Day, Holman F.",7012
"Day, Holman",55779
"Wood, R. W. (Robert Williams)",61113
"Train, Arthur Cheney",53409
"Train, Arthur Cheney",56388
"Fisher, Dorothea Frances Canfield",51940
"Fisher, Dorothea Frances Canfield",61530
"Fisher, Mrs. John Redwood",58002
"Fisher, Mrs. John Redwood",69586
"Canfield, Dorothea F.",57437
"Read, Opie P.",69433
"Read, Opie P.",60979
"Read, Opie P.",50263
"Read, Opie Percival",7211
"Read, Opie Percival",52988
"Higginson, T. W. (Thomas Wentworth)",65654
"Long, William Joseph",54956
"Long, William Joseph",59164
"Long, William Joseph",59914
"Marmor, Arnold",56020
"Hasse, Henry Louis",60076
"Hasse, Henry Louis",27946
"Hasse, Henry",42440
"dePina, Robert Albert",46874
"Green, Olive",31204
"Green, Olive",48408
"Green, Olive",68343
"Danielson, Fannie Hurst",58043
"Hurst, Fannie",54886
"Hawthorne, Julian",58428
"Hawthorne, Julian",68212
"Daviess, Maria Thompson",52645
"Daviess, Maria Thompson",70062
"Daviess, Maria Thompson",21947
"Daviess, Maria Thompson",40506
"Marks, Winston Kinney",50727
"Marks, Winston K. (Winston Kinney)",48702
"Stringer, Arthur",34980
"Stringer, Arthur",38505
"Stringer, Arthur",65481
"Whitney, Adeline Dutton Train",19636
"Janvier, Thomas Allibone",68194
"Janvier, Thomas A. (Thomas Allibone)",68551
"Mulford, Clarence E.",61882
"Stoddard, W. O.",60589
"Stoddard, W. O.",54907
"Stoddard, William O.",22094
"Stoddard, William O.",56886
"Isham, Frederic S. (Frederic Stewart)",63533
"Isham, Frederic S. (Frederic Stewart)",48322
"Isham, F. S. (Frederic Stewart)",38158
"Glass, Montague Marsden",8097
"Glass, Montague Marsden",15848
"Marsden, Montague Glass",49316
"McIntyre, John Thomas",44647
"McIntyre, John Thomas",64682
"Gilman, Robert Cham",19450
"Marin, A. C.",59314
"Coppel, Alfredo José de Arana-Marini",57138
"Marin, A. C.",18877
"Marin, A. C.",51039
"Coppel, Alfredo José de Arana-Marini",50116
"Coppel, Alfredo José de Arana-Marini",63279
"Coppel, Alfredo Jose de Arana-Marini",59107
"Galaxan, Sol",57456
"Rice, Cale Young",49328
"Rice, Cale Young",63070
"Sinclair, William Brown",58674
"Sinclair, William Brown",36716
"Sinclair, Bill",60997
"Sinclair, Bertrand W.",25161
"Klass, Philip",69873
"Klass, Philip",52106
"Franklin, Benjamin",20100
"Winterbotham, Russell Robert",68759
"Winterbotham, Russ",50069
"Winterbotham, R.R.",63438
"Van Deventer, Emma Murdoch",67630
"Van Deventer, Emma Murdoch",20114
"Van Deventer, Emma Murdoch",67855
"Van Deventer, Emma Murdoch",49443
"Bone, Jesse Franklin",28151
"Bone, Jesse Franklin",56946
"Bone, J.F.",66173
"Bates, Arlo",65441
"Bates, Arlo",22111
"Cable, G. W. (George Washington)",35220
"Cable, George Washington",25253
"Conwell, Russell Herman",44967
"Conwell, Russell H.",36127
"Madison, Lucy Foster",67449
"Madison, Lucy Foster",64380
"Butler, Ellis Parker",43561
"Butler, Ellis Parker",67540
"Butler, Ellis Parker",30165
"Baker, George Melville",49930
"Baker, G. M. (George Melville)",50522
"Baker, George M. (George Melville)",59467
"Lincoln, Joseph C.",57630
"Lincoln, Joseph C.",58522
"Lincoln, Joseph C.",15115
"Lincoln, Joseph C.",61986
"Lincoln, Joseph Crosby",51542
"Lincoln, Joseph Crosby",53295
"Lincoln, Joseph Crosby",9226
"Child, Lydia Maria Francis",44372
"Francis, Lydia Maria",64248
"Child, L. Maria (Lydia Maria)",50626
"Child, Lydia Maria",8889
"Buck, Charles Neville",57500
"Buck, Charles Neville",25844
"Browne, Charles Farrar",52496
"Ward, Artemus",51982
"Willsie, Honoré",36076
"Morrow, Honore McCue Willsie",69049
"Morrow, Honoré",55068
"Ford, Webster",65243
"Masters, E. L. (Edgar Lee)",65950
"Cole, Everett Bush",53128
"Cole, E. B. (Everett Bush)",9192
"MacApp, C.C.",51583
"Norris, Benjamin Franklin",67800
"Norris, Frank",52761
"Norris, Frank",17543
"Bennet, Robert Ames",70159
"Ford, Paul Leicester",64060
"McConnell, James Vernon",60900
"Neville, Kris Ottman",69404
"Neville, Kris Ottman",52796
"Neville, Kris",49156
"Neville, Kris",70144
"Seawell, M. Elliot (Molly Elliot)",52131
"Seawell, M. Elliot (Molly Elliot)",57523
"Seawell, Molly Elliott",61814
"Seawell, Molly Elliott",54234
"Seawell, Molly Elliot",24445
"Trowbridge, J.T.",12061
"Trowbridge, J.T.",68182
"Ide, Frances Otis Ogden",68964
"Ide, Charles W., Mrs.",69120
"Gordon, Charles William",51799
"Gordon, Charles William",19315
"Ogden, George Washington",24129
"Ogden, George Washington",38697
"Ogden, George Washington",46631
"Knox, Thomas W.",58856
"Knox, Thomas W.",51323
"Knox, Thomas W.",52624
"Knox, Thos. W.",57428
"Miller, Mrs. Alex McVeigh",17578
"Miller, Mrs. Alex. McVeigh",56785
"Miller, Mrs. Alex. McVeigh",49484
"Brown, Rosel George",51501
"Brown, Rosel George",54671
"Brown, Rosel George",68695
"Johnson, Owen McMahon",9632
"Johnson, Owen McMahon",24803
"Godwin, Thomas William",68166
"Godwin, Tom",27088
"Coolidge, Dane",51175
"Leslie, Miss (Eliza)",61178
"Leslie, Miss (Eliza)",57671
"Leslie, Miss (Eliza)",69792
"Leslie, Eliza",40892
"Follen, Charles Theodore Christian, Mrs.",46064
"Follen, Charles Theodore Christian, Mrs.",44570
"Cabot, Eliza Lee",59185
"Cabot, Eliza Lee",57351
"Roberts, T. G. (Theodore Goodridge)",53951
"Goodridge Roberts, Theodore",55458
"Roberts, George Edward Theodore",48921
"Roberts, G. E. Theodore (George Edward Theodore)",69142
"Roberts, Theodore Goodridge",52329
"Ransome, Arthur",27762
"Ransome, Arthur",48340
"Hoover, Thomas",51294
"Bosher, Kate Langley",63579
"Bosher, Kate Langley",42643
"Morrow, William C.",46916
"Morrow, William C.",19316
"Moore, Clement C. (Clement Clarke)",10480
"Moore, Clement C. (Clement Clarke)",52941
"Moore, Clement Clarke",49031
"Field, Eugene",68404
"Field, Eugene",27634
"Field, Eugene",41320
"Coffin, Charles C. (Charles Carleton)",57081
"Coffin, Charles Carleton",18583
"Scott, John Reed",68996
"Scott, John Reed",66486
"Pelton, Mabell Shippie Clarke",27185
"Smith, Mabell Shippie Clarke",58397
"Smith, Mabell Shippie Clarke",16610
"Smith, Mabell Shippie Clarke",52550
"Santayana, Georgius",61300
"Santayana, Jorge",50363
"Santayana, Jorge",63704
"Santayana, Georgius",65907
"Santayana, George",50516
"Harris, Tom W.",65169
"Harris, Tom W.",59911
"Ford, Sewell",34783
"Bartlett, Paul Alexander",16374
"Hay, John",35004
"Dickinson, Emily Elizabeth",52378
"Dickinson, Emily",13310
"Chesnutt, Charles W. (Charles Waddell)",52310
"Chesnutt, Charles W. (Charles Waddell)",52594
"Post, Melville Davisson",61318
"Post, Melville Davisson",45163
"Post, Melville Davisson",59874
"Colton, Arthur Willis",55412
"Colton, Arthur Willis",61196
"Colton, Arthur Willis",62464
"Gallun, Raymond Z. (Raymond Zinke)",57400
"Gallun, Raymond Z. (Raymond Zinke)",55070
"Gallun, Raymond Zinke",38885
"Gallun, Raymond Z.",55855
"Gallun, Raymond Z.",55711
"Gallun, Raymond Z.",64382
"Robertson, Margaret Murray",50456
"Robertson, Margaret Murray",67052
"Robertson, Margaret M. (Margaret Murray)",60087
"Ryhlick, Frank",54085
"Ryhlick, Frank",54668
"Riley, Frank Wilbert",15206
"Riley, Frank Wilbert",48223
"Lighthall, William Douw",61372
"Schuyler-Lighthall, W. D. (William Douw)",69260
"Dryfoos, David M.",64733
"Dryfoos, Dave",65211
"Brown, C. B. (Charles Brockden)",23428
"Brown, Charles Brockden",18915
"Brown, Charles Brockden",49331
"Mackaye, Percy",40115
"Mackaye, Percy",58994
"Mackaye, Percy",57390
"Mackaye, Percy",69511
"Drake, Jane Ludlow",11819
"Abbott, Jane",55189
"Abbott, Jane",17148
Tekahionwake,66377
Tekahionwake,19125
"Johnson, Pauline",67270
"Fillmore, Parker H. (Parker Hoysted)",50746
"Donnell, Annie Hamilton",21927
"Donnell, Annie Hamilton",50139
"Talmage, Thomas De Witt",55481
"Talmage, T. De Witt (Thomas De Witt)",34734
"Holding, Elizabeth Sanxay",59699
"Holding, Elizabeth Sanxay",15980
"Holding, Elisabeth Sanxay",65506
"Dembry, R. Emmett",60806
"Dembry, R. Emmett",65859
"Dembry, R. Emmett",34881
"Murfree, Mary Noailles",50675
"Murfree, Mary Noailles",48376
"Craddock, Charles Egbert",66016
"Balmer, Edwin",14801
"Balmer, Edwin",59618
"Lanier, Sidney",68143
"Peck, George Wilbur",59377
"Peck, George Wilbur",63923
"Peck, George W. (George Wilbur)",56522
"Campbell, Helen Stuart, Mrs.",62973
"Campbell, Helen Stuart, Mrs.",66913
"Campbell, Helen Stuart, Mrs.",63722
"Hughes, Rupert",46932
"Gordon, Elizabeth",54113
"Gordon, Elizabeth",57193
"Gordon, Elizabeth",26726
"Adams, Andy",48028
"Adams, Andy",60396
"Adams, Andy",26805
"MacGrath, Harold",46377
"MacGrath, Harold",13293
"Morris, Gouverneur",52602
"Williams, Ben Ames",31379
"Selwyn, Carl",25999
"Bacheller, Addison Irving",49681
"Bacheller, Irving",54971
"Marquis, Donald Robert Perry",30521
"Marquis, Donald Robert Perry",52898
"Marquis, Donald Robert Perry",51204
"Marquis, D. R. (Donald Robert)",68687
"Marquis, Don",46683
"Marquis, Don",64486
"Walton, Amy Catherine",25324
"Deck, Amy Catherine",66107
"Walton, Mrs O. F.",47254
"Wilson, Augusta Jane Evans",36693
"Slesar, Henry",64713
"Williams, William Carlos",60269
"Fletcher, John Gould",29967
"Fletcher, John Gould",14287
Pheleg Van Trusedale,56962
"Stephens, Ann Sophia Winterbotham",31741
"Slick, Jonathan",15027
"Martin, George Madden",57760
"Martin, George Madden",52837
"Martin, George Madden",23590
"Mabie, Hamilton W. (Hamilton Wright)",58592
"Mabie, Hamilton Wright",24802
"Fever, Buck",48525
"Fever, Buck",14810
"Anderson, Sherwood",49248
"Saint Clair, Margaret",16326
"Saint Clair, Margaret",53121
"Clair, Margaret St.",55016
"Hazzard, Wilton",52275
"Osbourne, Samuel Lloyd",21514
"Osbourne, Samuel Lloyd",14724
"Osbourne, Samuel Lloyd",62585
"Osborne, Lloyd",59419
"Osborne, Lloyd",68517
"Osborne, Lloyd",37799
"Freeman, Lewis Ransome",64261
"Futrelle, Jacques",54864
"Futrelle, Jacques",51195
"Stead, Robert James Campbell",57257
"Stead, Robert James Campbell",51181
"Stead, Robert J. C.",57365
"Kjelgaard, James Arthur",53812
"Harper, F. E. W. (Frances Ellen Watkins)",37720
"Watkins, Frances Ellen",51420
"Mitchell, J. A. (John Ames)",49027
"Mitchell, John Ames",15163
"Mitchell, John Ames",36986
"Stillwell, Laura Jean Libbey",53426
"Stillwell, Laura Jean Libbey",42373
"Stillwell, Laura Jean Libbey",49777
"Libbey, Laura Jean",55302
"Lang, Allen K.",51034
"Lang, Allen K.",57890
"Ingersoll, Ernest",56726
"Allen, Willis Boyd",15680
"Allen, Willis Boyd",55465
"Lee, G. S., Mrs.",44755
"Lee, G. S., Mrs.",50864
"Fitch, Lucy",60621
"Fitch, Lucy",55914
"Fitch, Lucy",15871
"Perkins, Lucy Fitch",65368
"Knapp, Adeline",67923
"Shea, Robert Joseph",48830
"Shea, Robert Joseph",39694
"Shea, Robert Joseph",48866
"Sara, Delle",35999
"Sara, Delle",64143
"Carson, Lewis W.",68977
"Riis, Jacob August",59050
"Riis, Jacob August",16665
"Riis, Jacob A. (Jacob August)",29036
"Adams, James R.",20757
"Adams, James R.",58045
"Hopkins, William J.",53070
"Hopkins, William J.",69580
"Smith, Goldwin",65939
"Smith, Goldwin",51664
"Smith, Goldwin",62305
"Asimov, Isaac",17541
"Asimov, Isaac",61649
"Asimov, Isaac",62353
"Moore, Frederick F. (Frederick Ferdinand)",55083
"Moore, Frederick F. (Frederick Ferdinand)",51269
"Moore, Frederick Ferdinand",55362
"Emerson, Willis G. (Willis George)",34118
"Leslie, Lawrence J.",62745
"Leslie, Lawrence J.",54365
"Traprock, Walter E.",64393
"Chappell, George Shepard",61839
"Boyesen, Hjalmar H.",67507
"Boyesen, Hjalmar H.",48450
"Boyesen, Hjalmar H.",66809
"Boyesen, Hjalmar Hjorth",61359
"Wright, Sewell Peaslee",45892
"Lowell, Amy",28929
"Keith, Marian",42293
"MacGregor, Mary Esther Miller",59178
"MacGregor, Mary Esther Miller",38515
"MacGregor, Mary Esther Miller",67634
"DuBois, W. E. B. (William Edward Burghardt)",44806
"Bois, W. E. B. Du",45183
"DuBois, W. E. Burghardt",47483
"DuBois, W. E. Burghardt",26793
"DuBois, W. E. Burghardt",61791
"DuBois, W. E. B. (William Edward Burghardt)",47453
"Campbell, Margaretta Wade",66068
"Campbell, Margaretta Wade",58230
"Deland, Margaret Wade Campbell",67762
"Guest, Edgar Albert",58447
"Guest, Edgar A. (Edgar Albert)",51688
"Guest, Edgar A. (Edgar Albert)",58368
"Connolly, James Brendan",57581
"Hobart, George Vere",50901
"McHugh, Hugh",62227
"Lott, Noah",62499
"Remington, Frederic Sackrider",26171
"Remington, Frederic Sackrider",39597
"Remington, Frederic Sackrider",47082
"Remington, Frederick",65026
"Banta, Frank",20508
"Banta, Frank",69353
"Wilkinson, Elia",58797
"Peattie, Elia Wilkinson",34964
"Lanman, Charles",65342
"Lanman, Charles",31433
"Morris, G. A.",69958
"MacLean, Katherine",61747
"MacLean, Katherine",64687
"Guptill, Elizabeth F. (Elizabeth Frances)",60477
"Guptill, Elizabeth F. (Elizabeth Frances)",61101
"Graydon, W. Murray (William Murray)",42215
"Graydon, W. Murray (William Murray)",67112
"Graydon, W. Murray (William Murray)",25179
"Shaara, Michael",47587
"Whiting, Emily Lillian",51554
"Whiting, Emily Lillian",63915
"Whiting, Emily Lillian",40552
"Whiting, Lilian",67060
"Eaton, Walter Prichard",24899
"Dunbar, Paul Laurence",50786
"Weinbaum, Stanley Grauman",29823
"Weinbaum, Stanley Grauman",25704
"Weinbaum, Stanley G. (Stanley Grauman)",53702
"Fitzgerald, Francis Scott Key",38877
"Fitzgerald, Francis Scott Key",59124
"Carryl, Guy Wetmore",65044
"Kirby, William",31218
"Kirby, William",47033
"Huneker, James Gibbons",33893
"Huneker, James Gibbons",63983
"Huneker, James Gibbons",60148
"Huneker, James",58691
"Chaplin, Heman White",31016
"Braden, James A. (James Andrew)",47869
"Mullen, Stanley",60528
"Stamers, James",58378
"Stamers, James",52466
"Titcomb, Timothy",48478
"Titcomb, Timothy",67176
"Holland, J. G. (Josiah Gilbert)",65943
"Holland, J. G. (Josiah Gilbert)",41208
"Sherman, Francis Joseph",63980
"Sherman, Francis Joseph",64864
"Sherman, Francis Joseph",69092
"Sherman, Francis",68572
"Disraeli, B. (Benjamin), Earl of Beaconsfield",13146
"Disraeli, B. (Benjamin), Earl of Beaconsfield",24
"Disraeli, B. (Benjamin), Earl of Beaconsfield",64251
"Disraeli, Benjamin, Earl of Beaconsfield",3160
"Disraeli, Benjamin, Earl of Beaconsfield",61690
"Harper, C. G.",41155
"Churchill, Winston Leonard Spencer, Sir",66619
"Churchill, Sir Winston Spencer",86
Q,38736
"Quiller-Couch, A. T. (Arthur Thomas)",62650
"Quiller-Couch, Arthur",6959
"Defo, Daniel",58537
"Defo, Daniel",70172
"Defo, Daniel",61431
"John, Gabriel",62848
"Defoë, Daniel",30079
"Defoe, Daniel",26681
"Mansfield, Blanche McManus",57899
"Mansfield, Blanche McManus",65486
"MacManus, Blanche",8964
"Dickens, Charles John Huffam",59400
"Dickens, Charles John Huffam",44126
"Dickens, Charles John Huffam",14112
"Dickens, Charles",59436
"Dickens, Charles",37749
"Foote, George William",1615
"Foote, G. W. (George William)",66790
"Queux, William Le",57638
"Queux, William Le",55389
"Queux, William Tufnell Le",24917
"Queux, William Tufnell Le",50111
"Le Queux, William",34976
"Evelyn, John",64333
"Pepys, Samuel",65189
"Holyoake, G. J. (George Jacob)",29923
"Holyoake, George Jacob",56519
"Cross, Ada Cambridge",63539
"Cross, Ada Cambridge",64903
"Cross, Ada Cambridge",61010
"Cambridge, Ada",294
"Stevenson, R. L. (Robert Louis)",55656
"Stevenson, R. L. (Robert Louis)",58197
"Stevenson, Robert Louis",64798
"Stevenson, Robert Louis",55018
"Hume, David",18727
"Hume, David",21282
"Hume, David",38257
"Smollet, T. (Tobias)",58332
"Smollett, T. (Tobias)",49854
"Stables, William Gordon",67992
"Stables, William Gordon",11813
"Stables, W. Gordon (William Gordon)",21631
"Stables, Gordon",42465
"Stables, Gordon",6404
"Stables, Gordon",25187
"Russell, George W. E.",62924
"Russell, George W. E.",37094
"Russell, George William Erskine",57611
"Phillpotts, Eden",18147
"Phillpotts, Eden",56467
"Phillpotts, Eden",57354
"Phillpotts, Eden",52258
"Markham, Sir Clements R. (Clements Robert)",24850
"Markham, Sir Clements R. (Clements Robert)",652
"Edgeworth, Eliza",52880
"Edgeworth, Eliza",22065
"Synge, Edmund John Millington",61830
"Synge, Edmund John Millington",34236
"Synge, John Millington",786
"Lucas, Edward Verrall",2591
"Lucas, E.V.",6654
"Lucas, E. V. (Edward Verrall)",56928
"Lucas, E. V. (Edward Verrall)",51228
"Lucas, E. V. (Edward Verrall)",69714
"Barrie, James Matthew",47747
"Barrie, James Matthew",62425
"Barrie, James Matthew",26284
"Barrie, J.M.",59109
"Barrie, J.M.",66298
"Barrie, J.M.",17748
"Barrie, J.M.",18797
"Macaulay, Lord (Thomas Babington Macaulay)",58525
"Macaulay, Lord (Thomas Babington Macaulay)",69711
"Macaulay, T. Babington (Thomas Babington)",58924
"Macaulay, Thomas Babington",66573
"Walpole, Horatio",57577
"Muralto, Onuphrio",57707
"Walpole, Horace",57780
"Beith, John Hay",60923
"Beith, John Hay",1018
"Beith, Ian Hay",55270
"Beith, Ian Hay",16659
"Kingston, W. H. G.",60198
"Kingston, W. H. G.",1065
"Kingston, W. H. G.",45829
"Kingston, William Henry Giles",65349
"Kingston, William Henry Giles",18367
"Chesterton, Gilbert K. (Gilbert Keith)",60299
"Chesterton, Gilbert K. (Gilbert Keith)",39410
"Chesterton, Gilbert K. (Gilbert Keith)",50299
"Chesterton, G. K. (Gilbert Keith)",38336
"Chesterton, G. K. (Gilbert Keith)",14559
"Home, Gordon Cochrane",60760
"Home, Gordon Cochrane",58562
"Home, Gordon",1493
"Home, Gordon",39391
"Trollope, Anthony",27133
"Trollope, Anthony",46880
"Trollope, Anthony",6491
"Mulock, Miss",57504
"Mulock, Miss",32020
"Mulock, Miss",25518
"Mulock, Dinah Maria",32741
"Mulock, Dinah Maria",68328
"Mulock, Dinah Maria",27659
"Ruskin, J. (John)",55614
"Eastaway, Edward",50927
"Thomas, Philip Edward",47064
"Thomas, Edward",52615
"Dyce, Gilbert",66888
"Dyce, Gilbert",47072
"Fitzgerald, Percy Hetherington",56521
"Fitzgerald, Percy",6357
"Bird, Isabella L. (Isabella Lucy)",68136
"Griffith, George Chetwynd",53572
"Hughes, Thomas",54623
"Blouët, Paul",14075
"Blouët, Léon Paul",67831
"Blouët, Léon Paul",58494
"Southey, Robert",53189
"Southey, Robert",48492
"Southey, Robert",60301
"Mitton, Geraldine Edith",16365
"Mitton, Geraldine Edith",66878
"Mitton, G. E. (Geraldine Edith)",57328
"Besant, Sir Walter",48798
"Maurice, Walter",55448
"Maurice, Walter",48588
"Besant, Walter",64169
"Holinshed, Raphaell",2453
"Holinshed, Raphaell",24031
"Holinshead, Raphael",65407
"Holinshead, Raphael",68699
"Holingshed, Raphael",60701
"Holinshed, Raphael",55032
"Robertson, John Mackinnon",50946
"Robertson, J. M. (John Mackinnon)",50234
"Church, Alfred J.",53023
"Church, Alfred J.",19792
"Lowndes, Marie Adelaide Belloc",33157
"Belloc-Lowndes, Marie Adelaide",69559
"Belloc-Lowndes, Marie Adelaide",70063
Marianne,62616
Marianne,37202
Marianne,64336
Erodore,61708
Erodore,47829
"Abbott, Jacob",58040
"Abbott, Jacob",69662
"Caine, Sir Hall",41006
"Caine, Sir Hall",60617
"Caine, Sir Hall",44593
"Guizot, Francois Pierre Guillaume",66595
"Guizot, François Pierre Guillaume",62864
"Guizot, M. (François)",68887
"Guizot, M. (François)",65590
"Guizot, Monsieur (François)",56586
"Guizot, Monsieur (François)",63603
"Guizot, FranÃ§ois",54189
"Guizot, FranÃ§ois",18447
"Pennell, J. (Joseph)",41072
"Pennell, J. (Joseph)",52963
"Pennell, E. R. (Elizabeth Robins)",17501
"Johnson, Samuel",63964
"Johnson, Samuel",62823
"Nicolson, Victoria Mary Sackville-West",45650
"Sackville-West, V. (Victoria Mary)",61606
"Sackville-West, V. (Victoria Mary)",63635
"Grant, James",53316
"Dryden, John",15816
"Borrow, George Henry",37642
"Paget, Violet",34972
"Lee, Vernon",62558
"Esse, James",50094
"Stephens, James",56168
"Wood, William",67009
"Mackay, Mary",62354
"Corelli, Maria",44666
"Collins, William Wilkie",63237
"Collins, William Wilkie",54763
"Collins, William Wilkie",63810
"Collins, William Wilkie",44421
"Collins, Wilkie",66742
"Collins, Wilkie",48480
"Gladstone, William Ewart",24233
"Gladstone, W. E. (William Ewart)",5243
"Gladstone, W. E. (William Ewart)",25378
"Thompson, A. C. (Alice Christiana)",47670
"McKenna, Stephen",48357
"Hunt, Leigh",52700
"Hunt, Leigh",66846
"Fletcher, Joseph Smith",17628
"Fletcher, J. S. (Joseph Smith)",68610
"Hudson, William Henry",25276
"Hudson, W. H. (William Henry)",63859
"Froude, James Anthony",19712
"Froude, James Anthony",62285
"Dobson, Austin",60135
"Dobson, Austin",6933
"Thomson, Katherine Byerley",52570
"Thomson, M. A., Mrs.",66440
"Martin, Violet Florence",68564
"Martin, Violet Florence",23817
"Somerville, Edith Anna Oenone",46748
"Ross, Martin",46174
"Hinkson, Katharine Tynan",55352
"Tynan, Katherine",7967
"Hamilton, Anthony, Count",66578
"Hamilton, Anthony, Count",65895
"Hope, A. R. (Ascott Robert)",61305
"Moncrieff, Ascott Robert Hope",54775
"McCarthy, Justin Huntly",17717
"M'Carthy, Justin Huntly",8446
"McCarthy, Justin",31988
"Keddie, Henrietta",8604
"Keddie, Henrietta",61517
"Moore, F. Frankfort (Frank Frankfort)",23532
"Littlemore, F.",22570
"Littlemore, F.",49478
"Wade, Mary Hazleton",65227
"Wade, Mary Hazleton",37442
"Baring, Maurice",54799
"Linton, Eliza Lynn",57867
"Linton, Mrs. Lynn",66502
"Salt, H. S.",44598
"Salt, Henry S.",68590
"Salt, Henry S.",57407
"Boswell, James",38260
"Boswell, James",16649
"Bagwell, Richard",55698
"Bagwell, Richard",40694
"Seymour, Robert",69082
"Seymour, Robert",28290
"Gosse, Edmund W. (Edmund William)",61209
"Gosse, Edmund W. (Edmund William)",54690
"Gosse, Edmund William, Sir",24988
"Gosse, Edmund",61357
"Paris, J. A. (John Ayrton)",56632
"Paris, John Ayrton",57862
AE,61966
AE,67844
AE,52616
"Graves, C. L. (Charles Larcom)",12500
"Bradlaugh, C. (Charles)",56899
Iconoclast,52276
"Timbs, John",68462
Philanthropos,59749
"Carlisle, Richard",47877
"Carlile, Richard",46976
"Benson, Edward F. (Edward Frederic)",60564
"Green, John Richard",17895
"Green, John Richard",37776
"Green, John Richard",63941
"Green, John Richard",62599
"Edgar, John George",61166
"Edgar, J. G. (John George)",27644
"Bryce, Viscount",59233
"Bryce, Viscount",16333
"Ditchfield, Peter Hampson",60910
"Ditchfield, P. H. (Peter Hampson)",24768
"Greville, Charles Cavendish Fulke",29835
"Greville, Charles Cavendish Fulke",57879
"Alec-Tweedie, E. (Ethel)",36741
"Crosland, Thomas William Hodgson",40737
"Crosland, Thomas William Hodgson",63222
"Howitt, William",65422
"Howitt, William",47205
"Howitt, William",68084
"Stopford, Alice Sophia Amelia",35969
"Stopford, Alice Sophia Amelia",69470
"Doran, John",69411
"Doran, John",62286
"Doran, Dr. John",65286
"Andrews, William",37874
"Corbett, Julian Stafford, Sir",59765
"Corbett, Julian Stafford",54306
"Wheatley, H. B. (Henry Benjamin)",69791
"Wheatley, H. B. (Henry Benjamin)",59968
"Wheatley, Henry B. (Henry Benjamin)",68657
"James VI, King of Scotland",44534
"James VI, King of Scotland",48168
"Gutenberg, Project",54201
"Gutenberg, Project",58096
"Gutenberg, Project",51661
"Gutenberg, Project",14862
"Ward, Grady",60160
"Webster, Noah",54774
"Webster, Noah",57414
"Bickerstaff, Isaac",58543
"Bickerstaff, Isaac",12274
"Edgar, John, Sir",64374
"Edgar, John, Sir",61045
"Steele, Sir Richard",55753
"Addison, Joseph",65387
"Holland, R. S. (Rupert Sargent)",47761
"Gibson, William Hamilton",30268
"Gibson, W. Hamilton (William Hamilton)",66182
"Hawkins, Nehemiah",17491
"Rogers, William",67810
"Rogers, William",8164
"Rogers, William",39601
"Hawkins, N. (Nehemiah)",1653
"Smiles, Samuel",60909
"Collins, Archie Frederick",53505
"Williams, Edward Huntington",59239
"Williams, Edward Huntington",57677
"Williams, Henry Smith",53973
"Williams, Henry Smith",24100
"Andreev, Leonid Nikolaevich",57496
"Andreyev, Leonid",50474
"Viaud, Julien",47331
"Viaud, Julien",52051
"Viaud, Louis Marie Julien",25839
"Loti, Pierre",42321
"Doyle, Sir Arthur Conan",60452
"Doyle, A. Conan",67714
"Doyle, A. Conan",17295
"Doyle, Arthur Conan",65605
"Doyle, Arthur Conan",64868
"Doyle, Arthur Conan",49795
"Bergson, Henri Louis",62224
"Bergson, H. (Henri)",364
"Rollan, R.",35223
"Ewart, Ernest Andrew",654
"Ewart, Ernest Andrew",56096
"Ewart, Ernest Andrew",18404
"Kipling, R. (Rudyard)",49485
"Kipling, R. (Rudyard)",67294
"Kipling, Joseph Rudyard",23525
"Kipling, Rudyard",52703
"Kipling, Rudyard",55192
"Tweedsmuir, John Buchan, Baron",22259
"Tweedsmuir, John Buchan, Baron",19372
"McCabe, Antony",35766
"McCabe, Antony",37886
"McCabe, Joseph",47513
"Carpenter, Edward",52024
"Hillis, Newell Dwight",69985
"Hillis, Newell Dwight",53054
"Gibbs, Phillip",68400
"Gibbs, Phillip",15178
"Raleigh, Sir Walter Alexander",67833
"Raleigh, Walter Alexander, Sir",39901
"Powell, Edward Alexander",34084
"Powell, Edward Alexander",52911
"Powell, Edward Alexander",63221
"Powell, E. A. (Edward Alexander)",67572
"Farnol, John Jeffery",62739
"Farnol, John Jeffery",16210
"Farnol, Jeffrey",61730
"Farnol, Jeffrey",57412
"Farnol, Jack",65268
"Farnol, Jeffery",4087
"Knight, E. F. (Edward Frederick)",53065
"Knight, E. F. (Edward Frederick)",53022
"Sinclair, Mary Amelia St. Clair",56545
"Sinclair, Mary Amelia St. Clair",1031
"Waugh, Alexander Raban",8689
"Ward, Mary Augusta Arnold",10825
"Ward, Mrs. Humphry",64856
"Ward, Humphry, Mrs.",63313
"MacGill, Patrick",61028
