author_name,book_id
"Lawrence, D. H. (David Herbert)",48628
"Phillips, Henry Wallace",49395
"Gibbs, George Fort",31093
"Gibbs, George",60988
"Lin, Frank",64898
"Lin, Frank",70166
"Lin, Frank",54933
"Horn, Gertrude Franklin",67385
"Horn, Gertrude Franklin",69132
"Atherton, Gertrude Franklin Horn",54192
"Atherton, Gertrude Franklin Horn",2667
"Carlyle, T. (Thomas)",49978
"Carlyle, Thomas",50255
"Carlyle, Thomas",45460
"Carlyle, Thomas",44667
"Carlyle, Thomas",56377
"Emerson, R. Waldo (Ralph Waldo)",59054
"Emerson, R. Waldo (Ralph Waldo)",18944
"Emerson, R. Waldo (Ralph Waldo)",64957
"Emerson, Waldo",60326
"Sanborn, Katherine Abbott",60976
"Sanborn, Kate",64850
"Pollard, John",57293
"Browne, Howard",60060
"Carleton, H. B.",63580
"Olivieri, David",65142
"Olivieri, David",27959
"Olivieri, David",65456
"Wharton, Edith",44832
"Wharton, Edith",29097
"Appleton, Victor",54099
"Appleton, Victor",48239
"Smith, Elizabeth Thomasina Meade",14720
"Smith, Elizabeth Thomasina Meade",20099
"Meade, Mrs. L. T.",59833
"Meade, Mrs. L. T.",61679
"Meade, Mrs. L. T.",44513
"Thomas, Elizabeth",64524
"Thomas, Elizabeth",48902
"Meade, Elizabeth Thomasina",33869
"Meade, Lillie",22015
"Meade, Lillie",67084
"Meade, Lillie",52493
"Mead, L. T.",69858
"Mead, L. T.",65942
"Mead, L. T.",69207
"Mead, L. T.",60271
"Meade, L. T.",67582
"Meade, L. T.",62017
"Meade, L. T.",53704
"Lewis, Harry Sinclair",51565
"Lewis, Harry Sinclair",55390
"Lewis, Sinclair",1045
"Barbee, Phillips",53119
"Barbee, Phillips",1055
"Lang, Ned",58482
"Barbee, Phillip",27124
"Sheckley, Robert",18940
"Harbaugh, Thomas Chalmers",29769
"Howard, Capt. Chas.",1057
"Hancock, Harrie Irving",38074
"Hancock, H. Irving (Harrie Irving)",1069
"Garis, Lilian C. McNamara",48388
"Garis, Lilian C. McNamara",59161
"Garis, Lilian C. McNamara",7851
"Garis, Howard Roger, Mrs.",63744
"Garis, Lillian",1076
"Garis, Lilian",68802
"Winfield, Arthur M.",55402
"Steward, Ray M.",38465
"Steward, Ray M.",60858
"Bonehill, Ralph",55455
"Stratemeyer, Edward",11689
"Bonehill, Captain Ralph",49926
"Stratemeyer, Edward",36638
"Stratemeyer, Edward",48582
"Stratemeyer, Edward",69896
"Ballantyne, Robert Michael",47449
"Ballantyne, R. M. (Robert Michael)",63620
"Ballantyne, R. M. (Robert Michael)",65832
"Holley, Mariettta",63408
"Holley, Marietta",69376
Ohiyesa,25368
Ohiyesa,31852
"Tuttle, Wilbur C.",58021
"Tuttle, Wilbur C.",63777
"Tuttle, Wilbur C.",56292
"Tuttle, Wilbur C.",46749
"Tuttle, Wilbur Coleman",25138
"Tuttle, Wilbur Coleman",57978
"Tuttle, Wilbur Coleman",59637
"Wilson, Thomas Woodrow",67428
"Wilson, T. W. (Thomas Woodrow)",7342
"Tarkington, Newton Booth",59383
"Tarkington, B. (Booth)",38140
"Tarkington, B. (Booth)",47266
"Tarkington, B. (Booth)",55503
"Van Loot, Cornelius Obenchain",63226
"Tarkington, Booth",56198
"Wilson, Harry Leon",14830
"Hallock, Mary",68011
"Hallock, Mary",65735
"Stuart, Ruth McEnery",68028
"Stuart, Ruth McEnery",13526
"Stuart, Ruth McEnery",60944
"Sinclair, B. M. (Bertha Muzzy)",69378
"Sinclair, B. M. (Bertha Muzzy)",63816
"Sinclair, Bertha Muzzy",48460
"Bower, B. M.",28928
"Montgomery, Lucy Maud",46351
"Montgomery, Lucy Maud",44489
"MacDonald, Lucy Maud Montgomery",43848
"MacDonald, Lucy Maud Montgomery",58160
"Montgomery, L. M. (Lucy Maud)",63042
"Montgomery, L. M. (Lucy Maud)",67621
"Bindloss, Harold",19497
"Bindloss, Harold",67861
"James, Florence Alice Price",56525
"James, Florence Alice Price",41114
"Longfellow, Henry W.",68645
"Longfellow, Henry W.",53271
"Longfellow, Henry W.",57302
"Longfellow, Henry Wadsworth",66668
"Barnard, A. M.",57917
"Barnard, A. M.",59882
"Barnard, A. M.",61621
"Barnard, A. M.",6944
"Alcott, Louisa M. (Louisa May)",61151
"Alcott, Louisa M. (Louisa May)",67115
"Alcott, L. M. (Louisa May)",53967
"Alcott, Louisa May",63730
"Seltzer, Charles Alden",53659
United States President (1901-1909),60657
United States President (1901-1909),57957
United States President (1901-1909),64416
United States President (1901-1909),37054
"Roosevelt, Teddy",20665
"Roosevelt, Teddy",58267
"Roosevelt, Theodore",70157
"Roosevelt, Theodore",6024
"Cox, Irving England, Jr.",58287
"Caskoden, Edwin",68362
"Finley, Martha",45509
"Finley, Martha",67067
"Finley, Martha",17651
"Lathrop, George Parsons",28254
"Smith, F. Hopkinson (Francis Hopkinson)",55231
"Smith, F. Hopkinson (Francis Hopkinson)",69556
"Smith, Francis Hopkinson",53593
"Whitlock, Brand",52225
"Roe, E. P. (Edward Payson)",56844
"Roe, Edward Payson",56649
"Fennel, Erik",5180
"Chambers, Robert William",36063
"Chambers, Robert William",48836
"Chambers, Robert William",62858
"Chambers, Robert W. (Robert William)",20700
"Garnett, Mayn Clew",48220
"Garnett, Mayn Clew",11522
"Hains, Thornton Jenkins",28212
"Pohl, Frederick",27174
"Pohl, Frederik George, Jr.",41967
"MacCreigh, James",52083
"Pohl, Frederik",48407
"Pohl, Frederik",41815
"Kornbluth, Cyril M.",60152
"Eisner, Simon",60095
"Kornbluth, C. M. (Cyril M.)",62512
"Roberts, Charles George Douglas, Sir",5995
"Roberts, Charles George Douglas, Sir",56903
"Roberts, Charles George Douglas, Sir",64972
"Roberts, Sir Charles G. D.",43027
"Merwin, Samuel",69269
"Tarbell, Ida Minerva",62021
"Tarbell, Ida M. (Ida Minerva)",46086
"Raine, William McLeod",43603
"Raine, William MacLeod",63959
"Smith, Richard R. (Richard Rein)",54934
"Rein Smith, Richard",51857
"Rein Smith, Richard",53808
"Gates, Eleanor",55049
"Gates, Eleanor",51929
"Gates, Eleanor",55115
"Gates, Eleanor",67883
"Dodgson, Charles Lutwidge",67396
"Carroll, Lewis",16319
"Carroll, Lewis",26744
"Wilson, Dick",59465
"Wilson, Dick",57544
"Wilson, Dick",65116
"Halibut, Edward",55802
"Wilson, Richard",28055
"Fabian, Warner",2848
"Adams, Samuel Hopkins",67893
"White, Stewart Edward",68159
"White, Stewart Edward",50843
"White, Stewart Edward",48302
"Pangborn, Edgar",56291
"Pangborn, Edgar",69942
"Wolf, Mari",60187
"Baldwin, James",49128
"Sohl, Gerald Allan",64152
"Sohl, Jerry",60550
"Jenkins, Will",69020
"Jenkins, Will",66512
"Jenkins, Will",59898
"Jenkins, William Fitzgerald",59111
"Jenkins, William Fitzgerald",51172
"Jenkins, William Fitzgerald",43194
"Fitzgerald, William",63238
"Jenkins, Will F.",60346
"Jenkins, Will F.",17708
"Jenkins, Will F.",49920
"Jenkins, Will F.",48669
"Leinster, Murray",52185
"Roberts, Brigham Henry",60138
"Roberts, Brigham Henry",49182
"Roberts, B. H. (Brigham Henry)",14059
"Roberts, B. H. (Brigham Henry)",41572
"Roberts, B. H. (Brigham Henry)",64607
"Arthur, Timothy Shay",54745
"Arthur, Timothy Shay",47485
"Arthur, Timothy Shay",57554
Uncle Herbert,58151
"Arthur, T. S. (Timothy Shay)",57285
"Arthur, T. S. (Timothy Shay)",10636
"Pollock, Frank L. (Frank Lillie)",62733
"Coburn, Fordyce, Mrs.",65657
"Abbott, Eleanor Hallowell",62855
"Abbott, Eleanor Hallowell",58839
"Abbott, Eleanor Hallowell",69995
"Abbott, Eleanor Hallowell",67962
"Wetherell, Elizabeth",37836
"Warner, Susan Bogert",17639
"Warner, Susan Bogert",42448
"Warner, Susan Bogert",49933
"Warner, Susan",49167
"Warner, Susan",31435
"Faust, Frederick Schiller",47550
"Faust, Frederick Schiller",52150
"Brand, Max",52772
"Burgess, Thornton Waldo",66206
"Burgess, Thornton Waldo",67848
"Burgess, Thornton W. (Thornton Waldo)",48180
"Burgess, Thornton W. (Thornton Waldo)",61277
"Grant, Robert",28310
"Whitman, Walter",69599
"Whitman, Walter",58740
"Whitman, Walt",54579
"Whitman, Walt",26817
"Nesbit, Edith",45971
"Bland, Edith Nesbit",24231
"Bland, Edith Nesbit",55234
"Bland, Edith Nesbit",57077
"Nesbit, E. (Edith)",39327
"McKimmey, James Earl, Jr.",49971
"McKimmey, James Earl, Jr.",48553
"McKimmey, James",69394
"Halsey, Harlan Page",28872
"Sleuth, Old",62783
"Dempsey, Henry Maxwell",21803
"Dempsey, Henry Maxwell",48468
"Dempsey, Henry Maxwell",57505
"Harrison, Henry Maxwell",50498
"Harrison, Harry",13587
"Taggart, Marion Ames",15105
"Hough, Emerson",2609
"Barbour, R. H. (Ralph Henry)",45217
"Barbour, R. H. (Ralph Henry)",28978
"Barbour, R. H. (Ralph Henry)",50560
"Barbour, R. H. (Ralph Henry)",50744
"Barbour, Ralph Henry",63478
"Barbour, Ralph Henry",60180
Ali Baba,58298
Ali Baba,30748
"Elbertus, Fra",49281
"Elbertus, Fra",47018
"Hubbard, Elbert",44747
"Hubbard, Elbert",55467
"Richardson, John",4955
"Richardson, John",22772
"Glover, Mary Baker",53840
"Glover, Mary Baker",56214
"Eddy, Mary Baker",51665
"Burgess, Frank Gelett",27319
"Burgess, Frank Gelett",63028
"Paine, Ralph D. (Ralph Delahaye)",49034
"Paine, Ralph D. (Ralph Delahaye)",18321
"Paine, Ralph Delahaye",59478
"Stearns, Chas. A.",47914
"Jones, Raymond F. (Raymond Fisher)",50273
"Jones, Raymond F. (Raymond Fisher)",63384
"Jones, Raymond F. (Raymond Fisher)",1996
"Jones, Raymond F.",70074
"Jones, Raymond F.",32963
"Miller, Walter Michael",1997
"Miller, Walter Michael",60440
"Miller, W. M. (Walter M.)",57543
"Miller, Walter M.",26101
"Altsheler, Joseph Alexander",64589
"Altsheler, Joseph Alexander",67429
"Altsheler, J. A. (Joseph Alexander)",58138
"Altsheler, J. A. (Joseph Alexander)",50532
"Altsheler, J. A. (Joseph Alexander)",38924
"Altsheler, J. A. (Joseph Alexander)",58398
"Altsheler, Joseph A. (Joseph Alexander)",62335
"Altsheler, Joseph A. (Joseph Alexander)",53169
"Altsheler, Joseph A. (Joseph Alexander)",55695
"Clifton, Mark Irvin",68375
"Clifton, Mark Irvin",67357
"Clifton, Mark",48417
"Clifton, Mark",55524
"Clifton, Mark",59227
"Maugham, William Somerset",44868
"Maugham, William Somerset",48529
"Burke, Fielding",69069
"Tilford, Olive",67093
"Drake, Robert L.",65851
"Drake, Robert L.",60163
"Hayes, Clair Wallace",54972
"Hayes, Clair W. (Clair Wallace)",31617
"Repplier, Agnes",55405
"Repplier, Agnes",30931
"Repplier, Agnes",62073
"Repplier, Agnes",67421
"Fitch, Clarke",57463
"Fitch, Clarke",65765
"Fitch, Clarke",9233
"Garrison, Frederick",2149
"Garrison, Frederick",45207
"Sinclair, Upton",60675
"Holden, Fox B.",30777
"Holden, Fox B.",52797
"Sharp, Dallas Lore",57629
"Sharp, Dallas Lore",25142
"Terhune, Albert Payson",51535
"Brooks, Amy",49002
"Brooks, Amy",63771
"Brooks, Amy",61156
"Hornblow, Arthur",55473
"Hornblow, Arthur",49048
"Wallace, Dillon",19249
"Wallace, Dillon",62500
"Wallace, Dillon",57892
"Wallace, Dillon",47768
"Ralphson, George Harvey",36207
"Ralphson, George Harvey",59083
"Ralphson, George Harvey",61624
"Ralphson, George H.",49554
"Sherman, V. T.",49759
"Sherman, V. T.",29895
"Sherman, Capt. V. T.",38225
"Sherman, Capt. V. T.",52480
"Ralphson, G. Harvey (George Harvey)",57110
"Page, Thomas Nelson",65890
"Page, Thomas Nelson",62031
"Page, Thomas Nelson",61714
"Page, Thomas Nelson",54391
"Herrick, Robert Welch",50578
"Bond, Nelson Slade",28868
"Danzell, George",10462
"Bond, Nelson",65620
"Woolsey, Sarah Chauncey",69199
"Woolsey, Sarah Chauncey",2417
"Coolidge, Susan",10917
"Hanshew, T. W. (Thomas W.)",2433
"Hanshew, T. W. (Thomas W.)",69168
"Hanshew, T. W. (Thomas W.)",39704
"Hanshew, Thomas W.",6946
"Hanshew, Thomas W.",61188
"King, William Benjamin Basil",54111
"King, William Benjamin Basil",43752
"King, William Benjamin Basil",49643
"King, Basil",68951
"Hunt, Helen Maria Fiske",48672
"Holm, Saxe",27489
"Holm, Saxe",56379
"King, Charles",59230
"Seaman, Augusta Huiell",19187
"Seaman, Augusta Huiell",55445
"Seaman, Augusta Huiell",69523
"Quin, Dan",19532
"Quin, Dan",21651
"Lewis, Alfred Henry",49271
"Lewis, Alfred Henry",47855
"Frost, Robert Lee",58666
"Frost, Robert",8726
"Breese, William Llywelyn, Mrs.",35286
"Breese, William Llywelyn, Mrs.",2488
"Breese, William Llywelyn, Mrs.",51793
"Breese, William Llywelyn, Mrs.",54083
"Breese, William Lleywelyn, Mrs.",52088
"Breese, William Lleywelyn, Mrs.",49672
"Breese, William Lleywelyn, Mrs.",66702
"Gale, Zona",51575
"Guiney, L.I.",47735
"Guiney, L.I.",16043
"Guiney, L. I.",58026
"Guiney, L. I.",57681
"Guiney, Louise Imogen",44938
"Guiney, Louise Imogen",45697
"McClung, Nellie Letitia Mooney",51284
"McClung, Nellie Letitia Mooney",51673
"Mooney, Nellie Letitia",50066
"McClung, Nellie L.",57358
"Wells, Basil Eugene",30355
"Ellerman, Gene",35569
"Ellerman, Gene",17271
"Ellerman, Gene",8208
"Ellerman, Gene",47813
"Ellanbee, Boyd",54164
"Raimond, C. E.",2532
"Parks, Elizabeth Robins",59057
"Fraser, W. A. (William Alexander)",40231
"Laumer, John Keith",7809
"Laumer, John Keith",69585
"Laumer, Kit",59435
"Laumer, Kit",63974
"Brown, Fred",67660
"Brown, Fred",40518
"McCord, Guy",66363
"McCord, Guy",65224
"Reynolds, Dallas McCord",50054
"Reynolds, Dallas McCord",55611
"Reynolds, Dallas McCord",66517
"Reynolds, Mack",54247
"Gray, Pearl Zane",62327
"Grey, Zane",50467
"Smith, Johnston",54282
"Smith, Johnston",55501
"Smith, Johnston",60439
"Barr, Robert",19894
"Brown, W. Wells (William Wells)",20664
"Brown, W. Wells (William Wells)",11976
"Brown, W. Wells (William Wells)",45472
"Brown, Wm. Wells (William Wells)",61647
"Brown, Wm. Wells (William Wells)",59865
"Brown, Wm. Wells (William Wells)",48707
"Brown, William W.",66065
"Brown, William Wells",49581
"Stratton-Porter, Gene",2639
"Tappan, Eva March",2683
"Tappan, Eva March",54519
"Piper, Henry Beam",68038
"Piper, Henry Beam",69917
"Piper, H. Beam",67397
"Piper, H. Beam",54904
"Lincoln, Natalie Sumner",49049
"Lincoln, Natalie Sumner",17493
"Austin, Mary Hunter",59980
"Austin, Mary",26525
"Austin, Mary",60790
"Smith, George Henry",46843
"Smith, George Henry",54062
"Smith, George H. (George Henry)",67288
"Reed, Helen Leah",49791
"McKinney, Jean Webster",57336
"Webster, Jean",58713
"Webster, Jean",54532
"Serviss, Garrett P. (Garrett Putman)",66797
"Serviss, Garrett Putman",56307
"Serviss, Garrett Putman",37242
"Verrill, Alpheus Hyatt",49944
"Verrill, Alpheus Hyatt",64155
"Verrill, Alpheus Hyatt",59780
"Verrill, A. Hyatt (Alpheus Hyatt)",56788
"Sydney, Margaret",53577
"Sidney, Margaret",58807
"Norris, Kathleen Thompson",59691
"Kelland, Clarence B.",24979
"Kelland, Clarence B.",7503
"Kelland, Clarence B.",20715
"Kelland, Clarence Budington",3500
"Rocklin, Ross Louis",53735
"Rocklin, Ross Louis",2779
"Rocklin, Ross Louis",56619
"Rocklynne, Ross",62797
"Holmes, Mary Jane (Hawes)",61120
"Holmes, Mary Jane (Hawes)",62274
"Holmes, Mary Jane (Hawes)",15783
"Holmes, Mary Jane",25422
"Mitchell, Donald G. (Donald Grant)",27459
"Mitchell, Donald G. (Donald Grant)",2905
"Schoolcraft, Henry R. (Henry Rowe)",16280
"Schoolcraft, Henry R. (Henry Rowe)",14888
"Colcraft, Henry Rowe",69231
"Colcraft, Henry Rowe",60547
"Colcraft, Henry Rowe",52604
"Schoolcraft, Henry Rowe",3101
"Garland, Hamlin",67363
"Garland, Hamlin",54117
"Garland, Hamlin",69924
"Webster, Frank V.",47210
"Webster, Frank V.",9550
"Lefèvre, Edwin",53908
"Lefèvre, Edwin",49927
"Lefevre, Edwin",66388
"Krepps, Robert Wilson",68067
"Krepps, Robert Wilson",62526
"Reynard, Geoff St.",66275
"Reynard, Geoff St.",59132
"Reynard, Geoffrey St.",15314
"Gold, Horace Leonard",58996
"Storey, Richard",39885
"Gold, H. L. (Horace Leonard)",52779
"Fontenay, Charles Louis",51051
"Fontenay, Charles Louis",3530
"Fontenay, Charles L.",40190
"Archette, Guy",66933
"Archette, Guy",30843
"Wilson, Ann",4007
"Wilson, Ann",34059
"Wilson, Ann",3418
"Marshall, Edison",51388
"Marshall, Edison",6617
"Swain, Dwight V.",56335
"Swain, Dwight V.",3290
"Frederic, Harold",51637
"Barr, Amelia Edith Huddleston",14306
"Barr, Amelia Edith Huddleston",55434
"Barr, Amelia Edith Huddleston",57450
"Barr, Amelia Edith Huddleston",24291
"Barr, Amelia E.",67304
"Barr, Amelia E.",66341
"Barr, Amelia E.",59459
"Barr, Amelia E.",15418
"Stetson, Charlotte Perkins",16254
"Stetson, Charlotte Perkins",55604
"Stetson, Charlotte Perkins",60797
"Perkins, Charlotte Anna",66145
"Perkins, Charlotte Anna",69808
"Gilman, Charlotte Perkins",56872
"Gilman, Charlotte Perkins",52217
"Knight, Damon Francis",62697
"Knight, Damon Francis",35151
"Knight, Damon Francis",39835
"Fleming, Stuart",59393
"Knight, Damon",36786
"Melville, Hermann",59989
"Melville, Hermann",61049
"Melville, Hermann",60422
"Melville, Herman",67461
"Melville, Herman",24110
"Ford, Miriam Allen de",52760
"Ford, Miriam Allen de",66219
"De Ford, Miriam Allen",37987
"Cummings, Raymond King",68597
"Cummings, Raymond King",65909
"King, Ray",51771
"Cummings, Ray",52664
"Cawein, Madison J.",63260
"Cawein, Madison J.",65882
"Cawein, Madison J.",5101
"Cawein, Madison Julius",57965
"Cawein, Madison Julius",38476
"Cawein, Madison Julius",17794
"Dick, Philip Kindred",26776
"Dick, Philip K.",59604
"Dick, Philip K.",67932
"Bradley, Marion Zimmer",52836
"Bradley, Marion Zimmer",3618
"Sharkey, John Michael",59932
"Sharkey, Jack",60569
"Sharkey, Jack",66336
"Vandercook, Margaret O'Bannon Womack",51642
"Vandercook, Margaret O'Bannon Womack",43948
"Vandercook, Margaret",64129
"Vandercook, Margaret",20211
"Fosdick, Charles Austin",65362
"Fosdick, Charles Austin",27451
"Castlemon, Henry",22356
"Castlemon, Henry",62207
"Castlemon, Henry",66203
"Castlemon, Henry",63680
"Castlemon, Harry",51438
"Castlemon, Harry",66023
"Castlemon, Harry",15898
"Castlemon, Harry",40916
"Cabell, Branch",63273
"Cabell, Branch",66215
"Cabell, James Branch",50122
"Nevitt, Dorothy Emma Eliza",68042
"Nevitt, Dorothy Emma Eliza",60464
"Nevitt, Dorothy Emma Eliza",39658
"Southworth, Emma D. E. N.",57529
"Southworth, Mrs. E. D. E. N.",49562
"Southworth, Emma Dorothy Eliza Nevitte",14621
"Comfort, Will Levington",50808
"Comfort, Will Levington",66200
"Bailey, Irene Temple",53950
"Bailey, Irene Temple",63173
"Bailey, Temple",3743
"Lewars, Harold, Mrs.",65782
"Lewars, Harold, Mrs.",29327
"Lewars, Mrs. Harold",68179
"Douglas, Amanda Minnie",66820
"Douglas, Amanda Minnie",18528
"Douglas, Amanda Minnie",54979
"Douglas, Amanda M.",57214
"Douglas, Amanda M.",56178
"Pyle, Howard",64623
"Burroughs, John",68372
"Roy, Lillian Elizabeth Becker",60142
"Roy, Lillian Elizabeth",51239
"Roy, Lillian Elizabeth",69971
Noname,55223
"Senarens, Luis Philip",34122
"Senarens, Luis",4085
"Senarens, Luis",25981
"Mitchell, Weir",52567
"Mitchell, Silas Weir",45796
"Mitchell, Silas Weir",13975
"Duer, Alice",18130
"Duer, Alice",37319
"Duer, Alice",21342
"Duer, Alice",60194
"Ade, George",59069
"Ryan, Marah Ellis",48282
"Ray, Fan",52103
"Ray, Anna Chapin",53553
"Sayler, Harry Lincoln",49687
"Sayler, Harry Lincoln",4943
"Sayler, H. L. (Harry Lincoln)",54602
"Miller, Benj.",65619
"Loomis, Noel M.",57802
"Robinson, Frank Malcolm",59317
"Robinson, Frank Malcolm",34756
"Robinson, Frank Malcolm",48911
"Fyfe, Horace Bowne",66961
"Fyfe, H. B. (Horace Bowne)",38611
"Fyfe, H. B. (Horace Bowne)",65680
"Downs, Sarah Elizabeth Forbush",44051
"Lindsay, Nicholas Vachel",4658
"Lindsay, Nicholas Vachel",4563
"Lindsay, Nicholas Vachel",16883
"Lindsay, Vachel",4232
"Eliot, T. S. (Thomas Stearns)",51780
"Cotes, Everard, Mrs.",57602
"Cotes, Everard, Mrs.",61143
"Grafton, Garth",57668
"Cotes, V. Cecil",6745
"Wintergreen, Jane",63007
"Badger, Joseph Edward",68257
"Hazard, Harry",56161
"Badger, Joseph E.",35568
"Pyle, Katherine",21916
"Pyle, Katherine",9178
"Pyle, Katharine",62369
"Cory, David Magie",41083
"Cory, David Magie",56288
"Cory, David",50614
"Dee, Roger",49952
"Dee, Roger",55983
"Dee, Roger",59883
"Starr, John",10712
"Aycock, Roger D.",55349
"Aycock, Roger D.",53936
"Aycock, Roger D.",69866
"Anderson, Poul William",22024
"Craig, A. A.",64056
"Karageorge, Michael",55409
"Karageorge, Michael",56281
"Saunders, Winston P.",39138
"Saunders, Winston P.",69969
"Saunders, Winston P.",61261
"Wister, Owen",50486
"Wister, Owen",54601
"Watanna, Onoto",68520
"Watanna, Onoto",18798
"Budrys, Algirdas Jonas",66469
"Budrys, Algirdas Jonas",50369
"Budrys, Algirdas Jonas",68287
"Scarff, William",56517
"Budrys, Algis",39462
"Herford, O. (Oliver)",46594
"Herford, O. (Oliver)",61066
"Herford, O. (Oliver)",52293
"Herford, Oliver",33439
"Herford, Oliver",16848
"Laut, Agnes C. (Agnes Christina)",67276
"Laut, Agnes C. (Agnes Christina)",63561
"Laut, Agnes C. (Agnes Christina)",51760
"Laut, Agnes C. (Agnes Christina)",49922
"Laut, Agnes C.",56322
"Laut, Agnes C.",66170
"Young, Robert F.",68869
"Howard, Robert E. (Robert Ervin)",25254
Moonchild,27329
"Purvis, Clement",12117
"Atheling, William",49593
"Atheling, William",50202
"Blish, James Benjamin",47492
"Blish, James Benjamin",61019
"Blish, James",62453
"Pound, Ezra Loomis",64426
"Pound, Ezra Loomis",53848
"Pound, Ezra Loomis",55025
"McDowell, Emmett",24646
"McDowell, Emmett",37630
"McDowell, Robert Emmett",57036
"Harben, William Nathaniel",4728
"Harben, Will N. (Will Nathaniel)",47523
"Harben, Will N. (Will Nathaniel)",49118
"Cody, Hiram Alfred",23526
"Cody, Hiram Alfred",34696
"Cody, Hiram Alfred",69455
"Cody, H. A. (Hiram Alfred)",56806
"Mille, James de",12267
"Mille, James de",61635
"DeMille, James",32789
"Young, Egerton Ryerson",54381
"Cather, Willa Sibert",7186
"Cather, Willa Sibert",62900
"Cather, Willa Sibert",34276
"Cather, Willa Sibert",54792
"Cather, Wilella",63911
"Catherová, Willa",43510
"Cather, Willa",58389
"Liddell, C. H.",60111
"Smith, Woodrow Wilson",4989
"Hastings, Hudson",49881
"Hastings, Hudson",13720
"Kuttner, Henry",41943
"Carman, William Bliss",52379
"Carman, William Bliss",7438
"Carman, Bliss",40902
"Carman, Bliss",59697
"Carman, Bliss",4967
"Glasgow, Ellen Anderson Gholson",63798
"Glasgow, Ellen Anderson Gholson",69842
"Brady, Cyrus Townsend",45879
"Stecher, Lewis J., Jr.",65195
"Stecher, L. J.",68700
"Lafferty, Raphael Aloysius",58828
"Lafferty, Raphael Aloysius",30703
"Lafferty, R. A.",6341
"Porter, William Sidney",55749
"Porter, William Sidney",5744
"Porter, William Sidney",58372
"Henry, O.",31001
"Moodie, Susannah Strickland",58062
"Strickland, S. (Susanna)",31628
"Strickland, S. (Susanna)",63711
"Strickland, Susannah",47502
"Moodie, Susanna",52712
"Moodie, Susanna",54022
"Long, Frank Belknap",56949
"Long, Frank Belknap",55321
"Whittier, John G. (John Greenleaf)",41053
"Whittier, John G. (John Greenleaf)",49274
"Whittier, John G. (John Greenleaf)",47398
"Whittier, J. G. (John Greenleaf)",50585
"Whittier, J. G. (John Greenleaf)",20705
"Whittier, J. G. (John Greenleaf)",59048
"Whittier, J. G. (John Greenleaf)",44944
"Whittier, John Greenleaf",25668
"Whittier, John Greenleaf",46627
"Abernathy, Robert",40193
"Morley, Christopher Darlington",65209
"Morley, Christopher Darlington",56712
"Morley, Christopher",64008
"Meigs, Cornelia Lynde",5173
"Meigs, Cornelia Lynde",58624
"Meigs, Cornelia Lynde",68662
"Aldon, Adair",67858
"Garson, William J.",59931
"Garson, William J.",68543
"Garson, Billie",58286
"Parrish, Randall",19163
"Stephens, R. N. (Robert Neilson)",59127
"Stephens, Robert Neilson",49246
"Stephens, Robert Neilson",68915
"Wilbur, Homer",54909
Meliboeus-Hipponax,64540
Meliboeus-Hipponax,57654
"Lowell, James Russell",46741
"Jordan, D. S. (David Starr)",42298
"Jordan, David Starr",69437
"Jordan, David Starr",56486
"Leiber, Fritz Reuter",58204
"Leiber, Fritz Reuter",39270
"Leiber, Fritz",28211
"Dougall, Lily",28018
"Beck, Lily Moresby Adams",48805
"Barrington, E.",16239
"Bolton, Mrs. C. E.",58349
"Bolton, Mrs. C. E.",9161
"Bolton, Mrs. C. E.",53195
"Bolton, Sarah K.",60504
"Bolton, Sarah Knowles",42178
"Irwin, Inez Haynes",51506
"Irwin, Inez Haynes",65203
"Fox, John",16413
"Fox, John",57728
"Fox, John",66814
"Reeve, Arthur Benjamin",52973
"Leonard, Mary F.",56714
"Peacock, W. S.",50698
"Peacock, W. S.",68493
"Pinkerton, Allan",54481
"Bird, R. M. (Robert Montgomery)",53569
"Lee, Sheppard",15699
"Bird, R. M. (Robert Montgomery)",43779
"Bird, Robert M. (Robert Montgomery)",56930
"Rockwood, Roy",5973
"Rockwood, Roy",68185
"Leland, Charles G.",40732
"Breitmann, Hans",58910
"Breitman, Hans",59567
"Leland, Charles Godfrey",50396
"Jewett, Sarah Orne",58816
"Jewett, Sarah Orne",54443
"Jewett, Sarah Orne",36708
"Beers, Henry Augustin",42071
"Beers, Henry A. (Henry Augustin)",47303
"Beers, Henry A. (Henry Augustin)",15028
"Smith, Evelyn E.",55488
"Smith, Evelyn E.",49699
"Dixon, Thomas F.",62896
"Dixon, Thomas F.",33017
"Dixon, Thomas",55436
"Dixon, Thomas, Jr.",66454
"Dixon, Thomas, Jr.",53923
"Spearman, Frank Hamilton",40049
"Spearman, Frank Hamilton",52170
"Spearman, Frank H. (Frank Hamilton)",56024
"Valding, Victor",67393
"Valding, Victor",69584
"Peterson, John Victor",54813
"Ossoli, Margaret Fuller",48893
"Fuller, S. Margaret (Sarah Margaret)",15309
"Daskam, Josephine Dodge",50390
"Daskam, Josephine Dodge",50703
"Bacon, Selden, Mrs.",68224
"Duncan, Norman",49435
"Blanchard, Amy E. (Amy Ella)",65508
"Ella, Aunt",61368
"Ella, Aunt",58055
"Blanchard, Amy Ella",8649
"Blanchard, Amy Ella",33881
"Wheeler, Post, Mrs.",55253
"Wheeler, Post, Mrs.",63499
"Rives, Hallie Erminie",16828
"Chester, George Randolph",67043
"Chester, George Randolph",59276
"Kester, Vaughan",47073
"Kester, Vaughan",18585
"Dalrymple, C. Leona",52553
"Dalrymple, Leona",23442
